MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
	Liander N.V. (NW)	Jacques Veltmanstraat	1065EL	1065EL	ELK	KVB	21	100	100	100	1x25	1708	0	0	1
	GAS Liander	Jacques Veltmanstraat	1065EL	1065EL	GAS	KVB	20	100	100	100	G4	961	0	0	
	GAS Liander	Jacques Veltmanstraat	1065EM	1065EM	GAS	KVB	21	100	100	100	G4	1288	0	0	
Liander N.V.	Liander N.V. (NW)	Jacques Veltmanstraat	1065EM	1065EM	ELK	KVB	24	100	95,83	83	1x25	5163	4,17	0	1
	Liander N.V. (NW)	Jacques Veltmanstraat	1065EN	1065EN	ELK	KVB	21	100	100	90	1x25	1859	4,76	0	1
	GAS Liander	Jacques Veltmanstraat	1065EN	1065EN	GAS	KVB	20	100	100	100	G4	912	0	0	
	Liander N.V. (NW)	Van Mourik Broekmanstr	1065EP	1065EP	ELK	KVB	25	100	92	88	1x35	1930	92	92	1
	GAS Liander	Van Mourik Broekmanstr	1065EP	1065EP	GAS	KVB	20	100	100	100	G4	1135	0	100	
	GAS Liander	Van Mourik Broekmanstr	1065ER	1065ER	GAS	KVB	24	100	100	100	G4	2101	0	100	
Liander N.V.	Liander N.V. (NW)	Van Mourik Broekmanstr	1065ER	1065ER	ELK	KVB	30	100	93,33	87	1x35	2254	90	90	1
	Liander N.V. (NW)	Van Mourik Broekmanstr	1065ES	1065ES	ELK	KVB	32	100	100	97	1x35	2206	93,75	96,88	1
	GAS Liander	Van Mourik Broekmanstr	1065ES	1065ES	GAS	KVB	24	100	100	100	G4	1551	0	100	
	GAS Liander	Van Mourik Broekmanstr	1065ET	1065ET	GAS	KVB	24	100	100	100	G4	1461	0	100	
	Liander N.V. (NW)	Van Mourik Broekmanstr	1065ET	1065ET	ELK	KVB	33	100	90,91	70	1x35	1944	84,85	84,85	1
	GAS Liander	Van Mourik Broekmanstr	1065EV	1065EV	GAS	KVB	16	100	100	100	G4	1382	0	100	
	Liander N.V. (NW)	Van Mourik Broekmanstr	1065EV	1065EV	ELK	KVB	19	100	94,74	58	1x35	3832	89,47	89,47	1
	GAS Liander	Van Mourik Broekmanstr	1065EW	1065EW	GAS	KVB	12	100	100	100	G4	307	0	50	
	Liander N.V. (NW)	Van Mourik Broekmanstr	1065EW	1065EW	ELK	KVB	14	100	100	43	1x25	2921	42,86	42,86	1
	GAS Liander	Van Mourik Broekmanstr	1065EX	1065EX	GAS	KVB	17	100	100	100	G4	278	0	0	
	Liander N.V. (NW)	Van Mourik Broekmanstr	1065EX	1065EX	ELK	KVB	18	100	100	94	1x25	2047	0	0	1
	Liander N.V. (NW)	Tutein Noltheniusstraat	1065EZ	1065EZ	ELK	KVB	29	100	100	97	1x35	1973	100	100	
	GAS Liander	Tutein Noltheniusstraat	1065EZ	1065EZ	GAS	KVB	28	100	100	100	G4	1258	0	100	
	Liander N.V. (NW)	Johan Ramaerstraat	1065GA	1065GA	ELK	KVB	25	100	100	64	1x35	2396	100	100	
	GAS Liander	Johan Ramaerstraat	1065GA	1065GA	GAS	KVB	24	100	100	100	G4	1280	0	100	
	Liander N.V. (NW)	Johan Ramaerstraat	1065GB	1065GB	ELK	KVB	22	100	100	95	1x35	1748	95,45	95,45	
	GAS Liander	Johan Ramaerstraat	1065GB	1065GB	GAS	KVB	20	100	100	100	G4	1166	0	100	
	Liander N.V. (NW)	Anske Lammingastraat	1065GC	1065GC	ELK	KVB	25	100	100	76	1x35	2645	92	92	1
	GAS Liander	Anske Lammingastraat	1065GC	1065GC	GAS	KVB	24	100	100	100	G4	1411	0	91,67	
	Liander N.V. (NW)	Anske Lammingastraat	1065GD	1065GD	ELK	KVB	21	100	95,24	67	1x35	1975	90,48	90,48	1
	GAS Liander	Anske Lammingastraat	1065GD	1065GD	GAS	KVB	20	100	100	100	G4	1335	0	95	
	Liander N.V. (NW)	Anske Lammingastraat	1065GE	1065GE	ELK	KVB	18	100	100	56	1x35	2608	94,44	94,44	1
	GAS Liander	Anske Lammingastraat	1065GE	1065GE	GAS	KVB	17	100	100	100	G4	1657	0	94,12	
	GAS Liander	Anske Lammingastraat	1065GG	1065GG	GAS	KVB	12	100	100	100	G4	1157	0	100	
	Liander N.V. (NW)	Anske Lammingastraat	1065GG	1065GG	ELK	KVB	13	100	100	100	1x35	1681	100	100	
	Liander N.V. (NW)	Jacob Krausstraat	1065GH	1065GH	ELK	KVB	30	100	100	70	1x25	2729	90	90	1
	GAS Liander	Jacob Krausstraat	1065GH	1065GH	GAS	KVB	28	100	100	100	G4	1390	0	92,86	
	GAS Liander	Van Ollefenstraat	1065GJ	1065GN	GAS	KVB	22	100	90,91	82	G4	2240	0	4,55	
	Liander N.V. (NW)	Van Ollefenstraat	1065GJ	1065GN	ELK	KVB	34	100	82,35	65	1x25	5178	11,76	2,94	1
	Liander N.V. (NW)	E de Boer-van Rijkstr	1065GP	1065GP	ELK	KVB	25	96	100	72	1x25	1534	4	0	1
	GAS Liander	E de Boer-van Rijkstr	1065GP	1065GP	GAS	KVB	18	100	100	89	G4	1298	0	5,56	
	GAS Liander	E de Boer-van Rijkstr	1065GR	1065GR	GAS	KVB	18	100	100	100	G4	1416	0	0	
	Liander N.V. (NW)	E de Boer-van Rijkstr	1065GR	1065GR	ELK	KVB	25	100	92	96	1x25	1365	4	0	1
	GAS Liander	E de Boer-van Rijkstr	1065GS	1065GS	GAS	KVB	18	100	100	94	G4	1684	0	0	
	Liander N.V. (NW)	E de Boer-van Rijkstr	1065GS	1065GS	ELK	KVB	24	95,83	95,83	92	1x25	2800	0	0	1
Liander N.V.	Liander N.V. (NW)	E de Boer-van Rijkstr	1065GT	1065GT	ELK	KVB	32	100	90,63	66	1x25	1359	3,13	3,13	1
	GAS Liander	E de Boer-van Rijkstr	1065GT	1065GT	GAS	KVB	18	100	100	94	G4	1379	0	5,56	
	Liander N.V. (NW)	Marie van Westerhovenstr	1065GV	1065GV	ELK	KVB	12	100	83,33	67	1x25	3388	8,33	0	1,1
	GAS Liander	Marie van Westerhovenstr	1065GV	1065GV	GAS	KVB	10	100	100	90	G4	1998	0	0	
	Liander N.V. (NW)	Tartaud-Kleinhof	1065GW	1065GW	ELK	KVB	20	100	95	90	1x25	2992	0	0	1
	GAS Liander	Tartaud-Kleinhof	1065GW	1065GW	GAS	KVB	18	100	100	94	G4	1234	0	0	
	Liander N.V. (NW)	Adriaan van der Horststr	1065GX	1065GX	ELK	KVB	20	95	100	75	1x35	2028	90	90	1
	GAS Liander	Adriaan van der Horststr	1065GX	1065GX	GAS	KVB	18	100	100	100	G4	1473	0	100	
	GAS Liander	Christine Poolmanhof	1065GZ	1065GZ	GAS	KVB	18	100	100	100	G4	1452	0	0	
	Liander N.V. (NW)	Christine Poolmanhof	1065GZ	1065GZ	ELK	KVB	18	100	100	94	1x25	3154	5,56	0	1,1
	GAS Liander	Christine Stoetzhof	1065HA	1065HA	GAS	KVB	18	100	100	100	G4	1321	0	0	
	Liander N.V. (NW)	Christine Stoetzhof	1065HA	1065HA	ELK	KVB	19	100	100	79	1x25	2283	0	0	1
	GAS Liander	Enny Vredestraat	1065HB	1065HB	GAS	KVB	12	100	100	100	G4	1361	0	0	
	Liander N.V. (NW)	Enny Vredestraat	1065HB	1065HB	ELK	KVB	15	100	100	93	1x25	1839	0	0	1
	Liander N.V. (NW)	Jan C. de Voshof	1065HC	1065HC	ELK	KVB	18	100	100	94	1x25	2576	0	0	1
	GAS Liander	Jan C. de Voshof	1065HC	1065HC	GAS	KVB	18	100	100	100	G4	1675	0	0	
	Liander N.V. (NW)	Louis Chrispijnstraat	1065HD	1065HD	ELK	KVB	20	100	95	75	1x25	1606	0	0	1
	GAS Liander	Louis Chrispijnstraat	1065HD	1065HD	GAS	KVB	18	100	100	100	G4	1250	0	0	
	GAS Liander	Louis Chrispijnstraat	1065HE	1065HE	GAS	KVB	12	100	100	92	G4	893	0	100	
	Liander N.V. (NW)	Louis Chrispijnstraat	1065HE	1065HE	ELK	KVB	15	100	86,67	80	1x35	4644	86,67	86,67	1
	Liander N.V. (NW)	Louis Chrispijnstraat	1065HG	1065HG	ELK	KVB	14	100	92,86	79	1x35	2108	85,71	85,71	1
	GAS Liander	Louis Chrispijnstraat	1065HG	1065HG	GAS	KVB	12	100	100	100	G4	1294	0	100	
	GAS Liander	Louis Chrispijnstraat	1065HH	1065HH	GAS	KVB	16	100	100	94	G4	1034	0	75	
Liander N.V.	Liander N.V. (NW)	Louis Chrispijnstraat	1065HH	1065HH	ELK	KVB	65	100	93,85	82	1x35	2722	86,15	86,15	1
	GAS Liander	Louis Moorhof	1065HJ	1065HJ	GAS	KVB	18	100	100	100	G4	1413	0	0	
	Liander N.V. (NW)	Louis Moorhof	1065HJ	1065HJ	ELK	KVB	18	94,44	100	89	1x25	2893	0	0	1
	GAS Liander	Cor Hermusstraat	1065HK	1065HK	GAS	KVB	14	100	100	79	G4	1142	0	0	
	Liander N.V. (NW)	Cor Hermusstraat	1065HK	1065HK	ELK	KVB	18	100	94,44	78	1x25	2227	0	0	1
	Liander N.V. (NW)	Cor Ruyshof	1065HL	1065HL	ELK	KVB	17	88,24	100	100	1x25	2401	0	0	1,1
	GAS Liander	Cor Ruyshof	1065HL	1065HL	GAS	KVB	17	100	100	100	G4	1171	0	0	
	GAS Liander	Lobo-Braakensiekstraat	1065HM	1065HM	GAS	KVB	12	100	100	100	G4	1147	0	100	
	Liander N.V. (NW)	Lobo-Braakensiekstraat	1065HM	1065HM	ELK	KVB	13	84,62	92,31	77	1x35	2067	92,31	92,31	
	GAS Liander	Lobo-Braakensiekstraat	1065HN	1065HN	GAS	KVB	20	100	95	70	G6	2525	0	35	
	Liander N.V. (NW)	Lobo-Braakensiekstraat	1065HN	1065HN	ELK	KVB	29	86,21	93,1	41	1x25	3221	37,93	37,93	1,1
Liander N.V.	Liander N.V. (NW)	Lobo-Braakensiekstraat	1065HP	1065HP	ELK	KVB	25	68	92	52	3x25	3060	60	60	1
	GAS Liander	Lobo-Braakensiekstraat	1065HP	1065HP	GAS	KVB	18	100	100	56	G6	1662	0	88,89	
	GAS Liander	Lobo-Braakensiekstraat	1065HR	1065HR	GAS	KVB	18	100	100	89	G6	1796	0	11,11	
	Liander N.V. (NW)	Lobo-Braakensiekstraat	1065HR	1065HR	ELK	KVB	26	88,46	92,31	50	1x25	1826	7,69	7,69	1
	GAS Liander	Theo Mann Bouwmeesterhof	1065HS	1065HT	GAS	KVB	27	100	100	81	G4	1965	0	22,22	
Liander N.V.	Liander N.V. (NW)	Theo Mann Bouwmeesterhof	1065HS	1065HT	ELK	KVB	34	100	85,29	50	1x25	3146	26,47	23,53	1
	Liander N.V. (NW)	Johan Huizingalaan	1065HV	1065HV	ELK	KVB	19	100	100	100	1x25	1317	0	0	1
	GAS Liander	Johan Huizingalaan	1065HV	1065HV	GAS	KVB	18	100	100	94	G4	1104	0	0	
	Liander N.V. (NW)	Johan Huizingalaan	1065HW	1065HW	ELK	KVB	10	100	80	60	3x25	14915	90	40	2
	GAS Liander	Johan Huizingalaan	1065HW	1065HX	GAS	KVB	24	100	95,83	100	G4	830	0	12,5	
	Liander N.V. (NW)	Johan Huizingalaan	1065HX	1065HX	ELK	KVB	16	100	100	100	1x25	2584	0	0	1
	GAS Liander	Johan Huizingalaan	1065HZ	1065HZ	GAS	KVB	20	100	100	95	G4	472	0	0	
	Liander N.V. (NW)	Johan Huizingalaan	1065HZ	1065HZ	ELK	KVB	26	100	92,31	77	1x25	4417	11,54	0	1,1
	Liander N.V. (NW)	Johan Huizingalaan	1065JA	1065JA	ELK	KVB	16	100	75	44	3x25	10459	56,25	18,75	1,8
Liander N.V.	GAS Liander	Johan Huizingalaan	1065JA	1065JB	GAS	KVB	19	100	94,74	95	G4	847	0	0	
	Liander N.V. (NW)	Johan Huizingalaan	1065JB	1065JB	ELK	KVB	21	100	90,48	86	1x25	1597	4,76	0	1
	GAS Liander	Johan Huizingalaan	1065JC	1065JC	GAS	KVB	18	100	100	100	G4	889	0	0	
	Liander N.V. (NW)	Johan Huizingalaan	1065JC	1065JC	ELK	KVB	19	100	100	95	1x25	1123	0	0	1
	Liander N.V. (NW)	Johan Huizingalaan	1065JD	1065JD	ELK	KVB	15	100	86,67	33	3x25	7274	40	0	1,6
	GAS Liander	Johan Huizingalaan	1065JD	1065JE	GAS	KVB	25	100	100	60	G4	3578	0	4	
	Liander N.V. (NW)	Johan Huizingalaan	1065JE	1065JE	ELK	KVB	24	100	83,33	50	3x25	9780	50	4,17	1,6
	Liander N.V. (NW)	Johan Huizingalaan	1065JG	1065JG	ELK	KVB	24	100	100	46	1x25	4569	45,83	33,33	1,2
	GAS Liander	Johan Huizingalaan	1065JG	1065JG	GAS	KVB	25	100	96	96	G4	867	0	32	
	Liander N.V. (NW)	Johan Huizingalaan	1065JH	1065JH	ELK	KVB	27	100	88,89	74	1x25	4454	7,41	0	1,1
	GAS Liander	Johan Huizingalaan	1065JH	1065JH	GAS	KVB	20	100	95	100	G4	177	0	0	
Liander N.V.	Liander N.V. (NW)	Johan Huizingalaan	1065JJ	1065JJ	ELK	KVB	10	100	80	30	3x25	17308	40	10	1,8
	GAS Liander	Johan Huizingalaan	1065JJ	1065JM	GAS	KVB	23	100	100	83	G4	1760	0	4,35	
	Liander N.V. (NW)	Johan Huizingalaan	1065JM	1065JM	ELK	KVB	26	100	96,15	50	1x25	6825	26,92	3,85	1,3
	GAS Liander	Johan Huizingalaan	1065JN	1065JN	GAS	KVB	25	100	96	88	G4	1693	0	0	
	Liander N.V. (NW)	Johan Huizingalaan	1065JN	1065JN	ELK	KVB	29	100	93,1	59	1x25	4012	3,45	0	1
	GAS Liander	Johan Huizingalaan	1065JP	1065JP	GAS	KVB	21	100	100	95	G4	1130	0	0	
	Liander N.V. (NW)	Johan Huizingalaan	1065JP	1065JP	ELK	KVB	24	100	95,83	38	1x25	4415	20,83	0	1,2
	Liander N.V. (NW)	Hemsterhuisstraat	1065JR	1065JR	ELK	KVB	30	100	96,67	93	1x25	2957	0	0	1
	GAS Liander	Hemsterhuisstraat	1065JR	1065JR	GAS	KVB	24	100	100	100	G4	1158	0	0	
	Liander N.V. (NW)	Hemsterhuisstraat	1065JS	1065JS	ELK	KVB	25	100	100	64	1x35	1814	64	64	1
	GAS Liander	Hemsterhuisstraat	1065JS	1065JS	GAS	KVB	24	100	100	100	G4	1139	0	33,33	
	GAS Liander	Hemsterhuisstraat	1065JT	1065JT	GAS	KVB	24	100	100	100	G4	1092	0	33,33	
	Liander N.V. (NW)	Hemsterhuisstraat	1065JT	1065JT	ELK	KVB	26	100	96,15	85	1x25	2212	30,77	30,77	1
	GAS Liander	Hemsterhuisstraat	1065JV	1065JV	GAS	KVB	16	100	100	100	G4	1229	0	50	
	Liander N.V. (NW)	Hemsterhuisstraat	1065JV	1065JV	ELK	KVB	16	100	100	100	1x35	2192	100	100	
	GAS Liander	Hemsterhuisstraat	1065JW	1065JW	GAS	KVB	22	100	100	91	G4	1404	0	36,36	
	Liander N.V. (NW)	Hemsterhuisstraat	1065JW	1065JW	ELK	KVB	24	100	95,83	50	1x25	2747	37,5	33,33	1,1
Liander N.V.	Liander N.V. (NW)	Hemsterhuisstraat	1065JX	1065JX	ELK	KVB	27	100	81,48	78	1x35	3870	81,48	74,07	1,5
Liander N.V.	GAS Liander	Hemsterhuisstraat	1065JX	1065JX	GAS	KVB	15	100	93,33	87	G4	2264	0	80	
	GAS Liander	Hemsterhuisstraat	1065JZ	1065JZ	GAS	KVB	20	100	95	100	G4	92	0	95	
	Liander N.V. (NW)	Hemsterhuisstraat	1065JZ	1065JZ	ELK	KVB	20	100	100	100	1x35	2461	100	100	
	GAS Liander	Hemsterhuisstraat	1065KA	1065KA	GAS	KVB	16	100	100	100	G4	107	0	100	
	Liander N.V. (NW)	Hemsterhuisstraat	1065KA	1065KA	ELK	KVB	16	100	100	81	1x35	3211	100	100	
	Liander N.V. (NW)	Hemsterhuisstraat	1065KB	1065KB	ELK	KVB	58	89,66	91,38	52	1x25	2271	44,83	39,66	1,1
	GAS Liander	Hemsterhuisstraat	1065KB	1065KB	GAS	KVB	51	100	98,04	69	G4	1255	0	45,1	
Liander N.V.	Liander N.V. (NW)	Hemsterhuisstraat	1065KC	1065KC	ELK	KVB	18	94,44	94,44	44	1x25	4459	88,89	88,89	
	GAS Liander	Hemsterhuisstraat	1065KC	1065KC	GAS	KVB	16	100	100	69	G6	1718	0	100	
	GAS Liander	Nicolaas Japiksestraat	1065KD	1065KD	GAS	KVB	19	100	100	100	G4	1382	0	26,32	
	Liander N.V. (NW)	Nicolaas Japiksestraat	1065KD	1065KD	ELK	KVB	26	100	92,31	54	1x35	1566	38,46	34,62	1
	GAS Liander	Nicolaas Japiksestraat	1065KE	1065KE	GAS	KVB	22	100	100	95	G4	1623	0	90,91	
	Liander N.V. (NW)	Nicolaas Japiksestraat	1065KE	1065KE	ELK	KVB	34	79,41	79,41	47	1x35	2235	88,24	79,41	1,5
Liander N.V.	GAS Liander	Nicolaas Japiksestraat	1065KG	1065KJ	GAS	KVB	34	100	97,06	85	G4	1567	0	5,88	
Liander N.V.	Liander N.V. (NW)	Nicolaas Japiksestraat	1065KG	1065KH	ELK	KVB	20	100	80	45	3x25	10881	45	10	1,5
	Liander N.V. (NW)	Pieter Calandlaan	1065KJ	1065KJ	ELK	KVB	21	100	100	71	1x25	4252	4,76	4,76	1
	GAS Liander	Tourniairestraat	1065KK	1065KK	GAS	KVB	14	100	85,71	57	G4	5062	0	0	
Liander N.V.	Liander N.V. (NW)	Tourniairestraat	1065KK	1065KK	ELK	KVB	20	100	65	70	3x25	12554	50	5	1,6
Liander N.V.	Liander N.V. (NW)	Pieter Calandlaan	1065KL	1065KL	ELK	KVB	30	100	90	77	1x35	2668	90	90	2
	GAS Liander	Pieter Calandlaan	1065KL	1065KL	GAS	KVB	25	100	100	96	G4	1386	0	96	
	Liander N.V. (NW)	Pieter Calandlaan	1065KM	1065KM	ELK	KVB	25	100	100	100	1x25	2066	0	0	1
	GAS Liander	Pieter Calandlaan	1065KM	1065KM	GAS	KVB	24	100	100	100	G4	1352	0	0	
	Liander N.V. (NW)	Pieter Calandlaan	1065KN	1065KN	ELK	KVB	26	100	100	92	1x35	1879	96,15	96,15	
	GAS Liander	Pieter Calandlaan	1065KN	1065KN	GAS	KVB	24	100	100	100	G4	1434	0	100	
	Liander N.V. (NW)	Pieter Calandlaan	1065KP	1065KP	ELK	KVB	27	100	92,59	93	1x35	2316	88,89	88,89	1
	GAS Liander	Pieter Calandlaan	1065KP	1065KP	GAS	KVB	24	100	100	100	G4	1369	0	95,83	
	GAS Liander	Pieter Calandlaan	1065KR	1065KR	GAS	KVB	24	100	100	100	G4	1552	0	100	
	Liander N.V. (NW)	Pieter Calandlaan	1065KR	1065KR	ELK	KVB	25	100	100	88	1x35	2615	100	100	
	GAS Liander	Pieter Calandlaan	1065KS	1065KS	GAS	KVB	24	100	100	100	G4	1693	0	100	
	Liander N.V. (NW)	Pieter Calandlaan	1065KS	1065KS	ELK	KVB	25	100	100	92	1x35	2310	100	100	
	GAS Liander	Louis Bouwmeesterstraat	1065KT	1065KT	GAS	KVB	16	100	100	100	G4	1539	0	100	
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065KT	1065KT	ELK	KVB	19	100	100	63	1x35	2490	94,74	94,74	
	GAS Liander	Louis Bouwmeesterstraat	1065KV	1065KV	GAS	KVB	16	100	100	100	G4	1553	0	100	
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065KV	1065KV	ELK	KVB	18	100	100	67	1x35	2296	88,89	88,89	
	GAS Liander	Louis Bouwmeesterstraat	1065KW	1065KW	GAS	KVB	18	100	100	83	G4	1301	0	83,33	
Liander N.V.	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065KW	1065KW	ELK	KVB	21	100	90,48	62	1x35	6369	80,95	71,43	1,5
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065KX	1065KX	ELK	KVB	12	100	91,67	67	1x35	6243	91,67	83,33	1
	GAS Liander	Louis Bouwmeesterstraat	1065KX	1065KX	GAS	KVB	11	100	100	82	G4	2838	0	81,82	
	GAS Liander	Louis Bouwmeesterstraat	1065KZ	1065KZ	GAS	KVB	20	100	100	100	G4	675	0	0	
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065KZ	1065KZ	ELK	KVB	22	100	100	100	1x35	1135	0	0	1
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065LA	1065LA	ELK	KVB	22	100	100	68	1x35	1100	0	0	1
	GAS Liander	Louis Bouwmeesterstraat	1065LA	1065LA	GAS	KVB	20	100	100	100	G4	901	0	0	
	GAS Liander	Louis Bouwmeesterstraat	1065LB	1065LB	GAS	KVB	20	100	100	100	G4	827	0	50	
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065LB	1065LB	ELK	KVB	25	100	96	52	1x35	1005	44	44	1
	GAS Liander	Louis Bouwmeesterstraat	1065LC	1065LC	GAS	KVB	20	100	100	100	G4	1124	0	100	
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065LC	1065LC	ELK	KVB	22	100	100	73	1x25	1230	100	100	
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065LD	1065LD	ELK	KVB	24	100	91,67	50	1x35	1280	87,5	87,5	1
	GAS Liander	Louis Bouwmeesterstraat	1065LD	1065LD	GAS	KVB	20	100	100	100	G4	1153	0	95	
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065LE	1065LE	ELK	KVB	22	100	100	100	1x35	1489	90,91	90,91	1
	GAS Liander	Louis Bouwmeesterstraat	1065LE	1065LE	GAS	KVB	20	100	100	100	G4	1135	0	95	
	GAS Liander	Louis Bouwmeesterstraat	1065LG	1065LG	GAS	KVB	11	100	100	91	G4	2236	0	100	
	Liander N.V. (NW)	Louis Bouwmeesterstraat	1065LG	1065LG	ELK	KVB	15	86,67	86,67	47	1x35	3258	86,67	80	
	Liander N.V. (NW)	Ank van der Moerstraat	1065LH	1065LH	ELK	KVB	23	56,52	86,96	65	1x35	2901	86,96	78,26	1
	GAS Liander	Ank van der Moerstraat	1065LH	1065LH	GAS	KVB	19	100	100	100	G4	1220	0	94,74	
	Liander N.V. (NW)	Van Ollefenstraat	1065LK	1065LK	ELK	KVB	27	100	100	96	1x35	2828	3,7	0	1
	GAS Liander	Van Ollefenstraat	1065LK	1065LK	GAS	KVB	26	100	100	100	G4	559	0	0	
Liander N.V.	Liander N.V. (NW)	Van Ollefenstraat	1065LL	1065LL	ELK	KVB	31	100	87,1	84	1x35	2456	0	0	1
	GAS Liander	Van Ollefenstraat	1065LL	1065LL	GAS	KVB	26	100	100	100	G4	612	0	0	
Liander N.V.	Liander N.V. (NW)	Sierplein	1065LM	1065LM	ELK	KVB	36	100	86,11	61	1x25	10009	33,33	2,78	1,3
Liander N.V.	GAS Liander	Sierplein	1065LM	1065LM	GAS	KVB	28	100	89,29	100	G4	624	0	0	
	Liander N.V. (NW)	Sierplein	1065LN	1065LN	ELK	KVB	36	100	94,44	53	1x25	10162	38,89	13,89	1,2
	GAS Liander	Sierplein	1065LN	1065LN	GAS	KVB	30	100	93,33	93	G4	528	0	3,33	
	Liander N.V. (NW)	Aaf Bouberstraat	1065LP	1065LP	ELK	KVB	20	100	100	90	1x25	1847	15	10	1,1
	GAS Liander	Aaf Bouberstraat	1065LP	1065LP	GAS	KVB	18	100	100	100	G4	1066	0	0	
	GAS Liander	Aaf Bouberstraat	1065LR	1065LR	GAS	KVB	18	100	94,44	100	G4	1032	0	0	
	Liander N.V. (NW)	Aaf Bouberstraat	1065LR	1065LR	ELK	KVB	20	100	95	90	1x25	1306	10	10	1
	GAS Liander	Aaf Bouberstraat	1065LS	1065LS	GAS	KVB	19	100	100	100	G4	1040	0	5,26	
	Liander N.V. (NW)	Aaf Bouberstraat	1065LS	1065LS	ELK	KVB	20	100	100	100	1x25	3115	15	10	1,1
	GAS Liander	Aaf Bouberstraat	1065LT	1065LT	GAS	KVB	19	100	100	100	G4	892	0	0	
	Liander N.V. (NW)	Aaf Bouberstraat	1065LT	1065LT	ELK	KVB	21	100	95,24	90	1x25	1837	0	0	1
	Liander N.V. (NW)	Aaf Bouberstraat	1065LV	1065LV	ELK	KVB	20	100	100	95	1x25	2414	10	10	1
	GAS Liander	Aaf Bouberstraat	1065LV	1065LV	GAS	KVB	19	100	100	100	G4	923	0	5,26	
	Liander N.V. (NW)	Aaf Bouberstraat	1065LW	1065LW	ELK	KVB	19	100	100	95	1x25	1651	0	0	1
	GAS Liander	Aaf Bouberstraat	1065LW	1065LW	GAS	KVB	19	100	100	100	G4	946	0	0	
	Liander N.V. (NW)	Jan Muschstraat	1065LX	1065LX	ELK	KVB	20	100	100	95	1x25	2751	60	50	1,2
	GAS Liander	Jan Muschstraat	1065LX	1065LX	GAS	KVB	19	100	100	100	G4	880	0	47,37	
	Liander N.V. (NW)	Jan Muschstraat	1065LZ	1065LZ	ELK	KVB	21	100	90,48	90	1x25	1939	9,52	4,76	1,1
	GAS Liander	Jan Muschstraat	1065LZ	1065LZ	GAS	KVB	19	100	100	100	G4	1013	0	5,26	
	Liander N.V. (NW)	Jan Puntstraat	1065MB	1065MB	ELK	KVB	17	100	100	94	1x25	2325	11,76	11,76	1
	GAS Liander	Jan Puntstraat	1065MB	1065MB	GAS	KVB	16	100	100	100	G4	1175	0	6,25	
	Liander N.V. (NW)	Tourniairestraat	1065NK	1065SH	ELK	KVB	24	100	87,5	63	1x35	5889	75	75	1
Liander N.V.	GAS Liander	Louis Bouwmeesterstraat	1065NS	1065SH	GAS	KVB	18	100	94,44	94	G4	1098	0	88,89	
	GAS Liander	Anthony Spatzierhof	1065SJ	1065SJ	GAS	KVB	17	100	100	100	G4	918	0	94,12	
	Liander N.V. (NW)	Anthony Spatzierhof	1065SJ	1065SJ	ELK	KVB	17	100	100	88	1x35	1945	94,12	94,12	1
	GAS Liander	Anton Petershof	1065SK	1065SK	GAS	KVB	13	100	100	100	G4	1028	0	100	
	Liander N.V. (NW)	Anton Petershof	1065SK	1065SK	ELK	KVB	19	100	84,21	79	1x35	1588	89,47	84,21	
	GAS Liander	Anton Petershof	1065SL	1065SL	GAS	KVB	17	100	100	100	G4	834	0	100	
	Liander N.V. (NW)	Anton Petershof	1065SL	1065SL	ELK	KVB	17	100	100	53	1x35	1456	100	100	
	GAS Liander	Theodorus Majofskistraat	1065SM	1065SM	GAS	KVB	12	100	100	100	G4	1074	0	0	
	Liander N.V. (NW)	Theodorus Majofskistraat	1065SM	1065SM	ELK	KVB	12	100	100	100	1x25	1878	0	0	1
	GAS Liander	Theodorus Majofskistraat	1065SN	1065SN	GAS	KVB	20	100	100	100	G4	1138	0	0	
	Liander N.V. (NW)	Theodorus Majofskistraat	1065SN	1065SN	ELK	KVB	21	100	100	90	1x25	1892	0	0	1
	Liander N.V. (NW)	Theodorus Majofskistraat	1065SP	1065SP	ELK	KVB	12	100	100	100	1x25	1710	0	0	1
	GAS Liander	Theodorus Majofskistraat	1065SP	1065SP	GAS	KVB	13	100	92,31	100	G4	1082	0	0	
	Liander N.V. (NW)	Theodorus Majofskistraat	1065SR	1065SR	ELK	KVB	21	100	100	100	1x25	2012	0	0	1
	GAS Liander	Theodorus Majofskistraat	1065SR	1065SR	GAS	KVB	20	100	100	95	G4	1019	0	0	
