POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	%Leveringsrichting	SJV	WIJKEN
1073BB	1073BB	GAS	100	1504	ZUID
1073BB	1073BB	ELK	100	2847	ZUID
1073BC	1073BC	GAS	100	949	ZUID
1073BC	1073BC	ELK	100	4069	ZUID
1073BD	1073BD	ELK	100	3990	ZUID
1073BD	1073BD	GAS	100	1101	ZUID
1073BE	1073BE	GAS	100	802	ZUID
1073BE	1073BE	ELK	100	2892	ZUID
1073BG	1073BG	GAS	100	859	ZUID
1073BG	1073BG	ELK	100	2649	ZUID
1073BH	1073BH	ELK	100	3722	ZUID
1073BH	1073BH	GAS	100	1131	ZUID
1073BJ	1073BJ	GAS	100	910	ZUID
1073BJ	1073BJ	ELK	100	3394	ZUID
1073BK	1073BK	ELK	100	2282	ZUID
1073BK	1073BK	GAS	100	837	ZUID
1073BL	1073BL	GAS	100	2393	ZUID
1073BL	1073BL	ELK	100	2931	ZUID
1073BM	1073BM	GAS	100	862	ZUID
1073BM	1073BM	ELK	100	2722	ZUID
1073BN	1073BN	GAS	100	929	ZUID
1073BN	1073BN	ELK	100	2599	ZUID
1073BP	1073BP	ELK	100	2361	ZUID
1073BP	1073BP	GAS	100	985	ZUID
1073BR	1073BR	GAS	100	883	ZUID
1073BR	1073BR	ELK	90,36	2729	ZUID
1073BS	1073BS	ELK	100	3208	ZUID
1073BS	1073BS	GAS	100	934	ZUID
1073BT	1073BT	ELK	100	2706	ZUID
1073BT	1073BT	GAS	100	947	ZUID
1073BV	1073BV	GAS	100	1306	ZUID
1073BV	1073BV	ELK	100	1909	ZUID
1073BW	1073BW	ELK	100	1926	ZUID
1073BW	1073BW	GAS	100	984	ZUID
1073BX	1073BX	GAS	100	973	ZUID
1073BX	1073BX	ELK	100	2079	ZUID
1073BZ	1073BZ	GAS	100	938	ZUID
1073BZ	1073BZ	ELK	100	1500	ZUID
1073CA	1073CA	ELK	100	1628	ZUID
1073CA	1073CA	GAS	100	1018	ZUID
1073CB	1073CB	ELK	100	1724	ZUID
1073CB	1073CB	GAS	100	878	ZUID
1073CC	1073CC	ELK	94,44	2103	ZUID
1073CC	1073CC	GAS	100	1188	ZUID
1073CD	1073CD	ELK	100	2714	ZUID
1073CD	1073CD	GAS	100	1091	ZUID
1073CE	1073CE	ELK	100	1760	ZUID
1073CE	1073CE	GAS	100	978	ZUID
1073CG	1073CG	ELK	100	3764	ZUID
1073CG	1073CG	GAS	100	1398	ZUID
1073CH	1073CH	GAS	100	709	ZUID
1073CH	1073CH	ELK	100	1396	ZUID
1073CJ	1073CJ	GAS	100	1304	ZUID
1073CJ	1073CJ	ELK	100	2682	ZUID
1073CK	1073CK	ELK	100	3524	ZUID
1073CK	1073CK	GAS	100	1155	ZUID
1073CL	1073CL	ELK	96,43	4325	ZUID
1073CL	1073CL	GAS	100	828	ZUID
1073CM	1073CM	GAS	100	1503	ZUID
1073CN	1073CN	GAS	100	1408	ZUID
1073CN	1073CN	ELK	100	3220	ZUID
1073CP	1073CP	GAS	100	1416	ZUID
1073CP	1073CP	ELK	100	2707	ZUID
1073CR	1073CR	GAS	100	1337	ZUID
1073CR	1073CR	ELK	97,06	2282	ZUID
1073CS	1073CS	GAS	100	1495	ZUID
1073CS	1073CS	ELK	100	2794	ZUID
1073CT	1073CT	ELK	96,3	2954	ZUID
1073CT	1073CT	GAS	100	1592	ZUID
1073CV	1073CV	ELK	96,3	3037	ZUID
1073CV	1073CV	GAS	100	1212	ZUID
1073CW	1073CW	ELK	100	2715	ZUID
1073CW	1073CW	GAS	100	1250	ZUID
1073CX	1073CX	ELK	100	2269	ZUID
1073CX	1073CX	GAS	100	1327	ZUID
1073CZ	1073CZ	GAS	100	1553	ZUID
1073CZ	1073CZ	ELK	100	4034	ZUID
1073EA	1073EA	ELK	100	3377	ZUID
1073EA	1073EA	GAS	100	1462	ZUID
1073EB	1073EB	GAS	100	1417	ZUID
1073EB	1073EB	ELK	92,86	3527	ZUID
1073EC	1073EC	GAS	100	3214	ZUID
1073ED	1073ED	ELK	100	2681	ZUID
1073ED	1073ED	GAS	100	2379	ZUID
1073EE	1073EE	ELK	100	2182	ZUID
1073EE	1073EE	GAS	100	1693	ZUID
1073EG	1073EG	ELK	100	2126	ZUID
1073EG	1073EG	GAS	100	890	ZUID
1073EH	1073EH	GAS	100	1239	ZUID
1073EH	1073EH	ELK	100	2569	ZUID
1073EJ	1073EJ	ELK	100	2836	ZUID
1073EJ	1073EJ	GAS	100	1255	ZUID
1073EK	1073EK	GAS	100	1273	ZUID
1073EK	1073EK	ELK	100	2583	ZUID
1073EL	1073EL	ELK	100	2203	ZUID
1073EL	1073EL	GAS	100	966	ZUID
1073EM	1073EM	ELK	100	2667	ZUID
1073EM	1073EM	GAS	100	909	ZUID
1073EN	1073EN	ELK	100	3378	ZUID
1073EN	1073EN	GAS	100	1098	ZUID
1073EP	1073EP	GAS	100	761	ZUID
1073EP	1073EP	ELK	100	2048	ZUID
1073ER	1073ER	GAS	100	791	ZUID
1073ER	1073ER	ELK	100	2059	ZUID
1073ES	1073ES	GAS	100	1018	ZUID
1073ES	1073ES	ELK	100	2870	ZUID
1073ET	1073ET	ELK	100	1824	ZUID
1073ET	1073ET	GAS	100	676	ZUID
1073EV	1073EV	GAS	100	1130	ZUID
1073EV	1073EV	ELK	100	2968	ZUID
1073EW	1073EW	GAS	100	1006	ZUID
1073EW	1073EW	ELK	100	1606	ZUID
1073EX	1073EX	ELK	100	1594	ZUID
1073EX	1073EX	GAS	100	807	ZUID
1073EZ	1073EZ	GAS	100	809	ZUID
1073EZ	1073EZ	ELK	100	1612	ZUID
1073GA	1073GA	GAS	100	798	ZUID
1073GA	1073GA	ELK	100	1730	ZUID
1073GB	1073GB	GAS	100	775	ZUID
1073GB	1073GB	ELK	100	1242	ZUID
1073GC	1073GC	GAS	100	922	ZUID
1073GC	1073GC	ELK	100	1508	ZUID
1073GD	1073GD	GAS	100	925	ZUID
1073GD	1073GD	ELK	100	1940	ZUID
1073GE	1073GE	ELK	100	2034	ZUID
1073GE	1073GE	GAS	100	1124	ZUID
1073GG	1073GG	ELK	100	2096	ZUID
1073GG	1073GG	GAS	100	962	ZUID
1073GH	1073GH	ELK	100	1943	ZUID
1073GH	1073GH	GAS	100	1000	ZUID
1073GJ	1073GJ	ELK	100	2532	ZUID
1073GJ	1073GJ	GAS	100	698	ZUID
1073GK	1073GK	GAS	100	1592	ZUID
1073GK	1073GK	ELK	100	2389	ZUID
1073GL	1073GL	ELK	100	1794	ZUID
1073GL	1073GL	GAS	100	829	ZUID
1073GM	1073GM	ELK	100	2028	ZUID
1073GM	1073GM	GAS	100	1313	ZUID
1073GN	1073GN	GAS	100	1461	ZUID
1073GP	1073GP	ELK	100	2243	ZUID
1073GP	1073GP	GAS	100	1611	ZUID
1073GR	1073GR	ELK	100	2537	ZUID
1073GR	1073GR	GAS	100	1106	ZUID
1073GS	1073GS	GAS	100	712	ZUID
1073GT	1073GT	GAS	100	681	ZUID
1073GT	1073GT	ELK	100	1525	ZUID
1073GV	1073GV	ELK	100	1625	ZUID
1073GV	1073GV	GAS	100	687	ZUID
1073GW	1073GW	ELK	100	1981	ZUID
1073GW	1073GW	GAS	100	680	ZUID
1073GX	1073GX	GAS	100	3579	ZUID
1073GZ	1073GZ	GAS	100	1090	ZUID
1073GZ	1073GZ	ELK	100	1962	ZUID
1073HA	1073HA	GAS	100	810	ZUID
1073HA	1073HA	ELK	100	1618	ZUID
1073HB	1073HB	ELK	100	1825	ZUID
1073HB	1073HB	GAS	100	1091	ZUID
1073HC	1073HC	ELK	100	1933	ZUID
1073HC	1073HC	GAS	100	1219	ZUID
1073HD	1073HD	ELK	100	2148	ZUID
1073HD	1073HD	GAS	100	2018	ZUID
1073HE	1073HE	GAS	100	1277	ZUID
1073HE	1073HE	ELK	100	2291	ZUID
1073HG	1073HG	GAS	100	1173	ZUID
1073HG	1073HG	ELK	100	1508	ZUID
1073HH	1073HH	ELK	100	1622	ZUID
1073HH	1073HH	GAS	100	1163	ZUID
1073HJ	1073HJ	ELK	100	1382	ZUID
1073HJ	1073HJ	GAS	100	964	ZUID
1073HK	1073HK	ELK	100	1917	ZUID
1073HK	1073HK	GAS	100	1349	ZUID
1073HL	1073HL	ELK	100	2387	ZUID
1073HL	1073HL	GAS	100	1107	ZUID
1073HM	1073HM	ELK	100	1899	ZUID
1073HM	1073HM	GAS	100	1184	ZUID
1073HN	1073HN	ELK	100	1824	ZUID
1073HN	1073HN	GAS	100	1100	ZUID
1073HP	1073HP	GAS	100	1013	ZUID
1073HP	1073HP	ELK	100	2799	ZUID
1073HR	1073HR	GAS	100	1173	ZUID
1073HR	1073HR	ELK	100	2085	ZUID
1073HS	1073HS	ELK	100	1836	ZUID
1073HS	1073HS	GAS	100	1129	ZUID
1073HT	1073HT	ELK	100	2020	ZUID
1073HT	1073HT	GAS	100	1024	ZUID
1073HV	1073HV	ELK	100	1752	ZUID
1073HV	1073HV	GAS	100	887	ZUID
1073HW	1073HW	ELK	100	1752	ZUID
1073HW	1073HW	GAS	100	933	ZUID
1073HX	1073HX	ELK	100	1705	ZUID
1073HX	1073HX	GAS	100	1109	ZUID
1073HZ	1073HZ	GAS	100	1114	ZUID
1073HZ	1073HZ	ELK	100	2001	ZUID
1073JA	1073JA	ELK	100	1716	ZUID
1073JA	1073JA	GAS	100	1010	ZUID
1073JB	1073JB	GAS	100	1005	ZUID
1073JB	1073JB	ELK	100	1644	ZUID
1073JC	1073JC	GAS	100	1557	ZUID
1073JC	1073JC	ELK	100	1885	ZUID
1073JD	1073JD	GAS	100	946	ZUID
1073JD	1073JD	ELK	100	1261	ZUID
1073JE	1073JE	GAS	100	1058	ZUID
1073JE	1073JE	ELK	100	1604	ZUID
1073JG	1073JG	ELK	100	1575	ZUID
1073JG	1073JG	GAS	100	1012	ZUID
1073JH	1073JH	GAS	100	975	ZUID
1073JH	1073JH	ELK	100	1988	ZUID
1073JJ	1073JJ	ELK	100	1568	ZUID
1073JJ	1073JJ	GAS	100	1111	ZUID
1073JK	1073JK	ELK	100	2186	ZUID
1073JK	1073JK	GAS	100	1052	ZUID
1073JL	1073JL	GAS	100	1289	ZUID
1073JL	1073JL	ELK	100	2089	ZUID
1073JM	1073JM	ELK	100	1599	ZUID
1073JM	1073JM	GAS	100	949	ZUID
1073JN	1073JN	GAS	100	1052	ZUID
1073JN	1073JN	ELK	100	1840	ZUID
1073JP	1073JP	ELK	100	1656	ZUID
1073JP	1073JP	GAS	100	1157	ZUID
1073JR	1073JR	GAS	100	1717	ZUID
1073JR	1073JR	ELK	100	2645	ZUID
1073JS	1073JS	ELK	100	2041	ZUID
1073JS	1073JS	GAS	100	1270	ZUID
1073JT	1073JT	ELK	100	2805	ZUID
1073JT	1073JT	GAS	100	1430	ZUID
1073JV	1073JV	ELK	100	1777	ZUID
1073JV	1073JV	GAS	100	1222	ZUID
1073JW	1073JW	GAS	100	1127	ZUID
1073JW	1073JW	ELK	100	1965	ZUID
1073JX	1073JX	ELK	100	1740	ZUID
1073JX	1073JX	GAS	100	1163	ZUID
1073KA	1073KA	GAS	100	1176	ZUID
1073KA	1073KA	ELK	100	1544	ZUID
1073KB	1073KB	ELK	100	2014	ZUID
1073KB	1073KB	GAS	100	1070	ZUID
1073KC	1073KG	ELK	100	2643	ZUID
1073KC	1073KG	GAS	100	1122	ZUID
1073KH	1073KH	ELK	100	2016	ZUID
1073KH	1073KH	GAS	100	1177	ZUID
1073KJ	1073KJ	GAS	100	1121	ZUID
1073KK	1073KK	ELK	100	1755	ZUID
1073KK	1073KK	GAS	100	1049	ZUID
1073KL	1073KL	GAS	100	1108	ZUID
1073KM	1073KM	GAS	100	1143	ZUID
1073KM	1073KM	ELK	100	1488	ZUID
1073KN	1073KN	ELK	100	1742	ZUID
1073KN	1073KN	GAS	100	1129	ZUID
1073KP	1073KR	ELK	100	1910	ZUID
1073KP	1073KR	GAS	100	915	ZUID
1073KS	1073KS	GAS	100	1006	ZUID
1073KS	1073KS	ELK	100	1587	ZUID
1073KT	1073KT	GAS	100	1046	ZUID
1073KT	1073KT	ELK	100	1616	ZUID
1073KV	1073KW	ELK	100	2624	ZUID
1073KV	1073KW	GAS	100	1255	ZUID
1073KX	1073KX	ELK	100	2505	ZUID
1073KX	1073KX	GAS	100	1081	ZUID
1073KZ	1073KZ	GAS	100	1329	ZUID
1073KZ	1073KZ	ELK	100	2466	ZUID
1073LA	1073LA	ELK	100	1511	ZUID
1073LA	1073LA	GAS	100	1030	ZUID
1073LB	1073LB	ELK	100	2192	ZUID
1073LB	1073LB	GAS	100	1160	ZUID
1073LC	1073LC	GAS	100	1106	ZUID
1073LC	1073LC	ELK	100	1919	ZUID
1073LD	1073LD	ELK	100	1858	ZUID
1073LD	1073LD	GAS	100	1248	ZUID
1073LE	1073LE	GAS	100	999	ZUID
1073LE	1073LE	ELK	100	1486	ZUID
1073LG	1073LG	GAS	100	1164	ZUID
1073LG	1073LG	ELK	100	1802	ZUID
1073LH	1073LH	ELK	100	2350	ZUID
1073LH	1073LH	GAS	100	1229	ZUID
1073LJ	1073LJ	GAS	100	901	ZUID
1073LJ	1073LJ	ELK	100	1881	ZUID
1073LK	1073LK	GAS	100	1080	ZUID
1073LK	1073LK	ELK	100	1697	ZUID
1073LL	1073LL	GAS	100	1126	ZUID
1073LL	1073LL	ELK	100	4932	ZUID
1073LM	1073LM	GAS	100	1108	ZUID
1073LM	1073LM	ELK	100	5128	ZUID
1073LN	1073LN	ELK	100	4983	ZUID
1073LN	1073LN	GAS	100	1058	ZUID
1073LP	1073LP	GAS	100	1025	ZUID
1073LR	1073LS	GAS	100	1617	ZUID
1073LT	1073LT	GAS	100	1132	ZUID
1073LV	1073LV	ELK	100	1433	ZUID
1073LV	1073LV	GAS	100	2880	ZUID
1073LW	1073LW	GAS	100	1548	ZUID
1073LX	1073LX	GAS	100	1317	ZUID
1073LZ	1073LZ	ELK	100	4206	ZUID
1073LZ	1073LZ	GAS	100	1471	ZUID
1073NA	1073NA	GAS	100	1474	ZUID
1073NA	1073NA	ELK	100	4237	ZUID
1073NB	1073NB	GAS	100	1149	ZUID
1073NB	1073NB	ELK	95,24	2344	ZUID
1073NC	1073NC	GAS	100	1626	ZUID
1073NC	1073NC	ELK	100	4381	ZUID
1073ND	1073ND	GAS	100	1459	ZUID
1073ND	1073ND	ELK	100	2773	ZUID
1073PW	1073PW	GAS	100	1098	ZUID
1073PW	1073PW	ELK	100	2100	ZUID
1073PX	1073PX	ELK	100	1456	ZUID
1073PX	1073PX	GAS	100	974	ZUID
1073PZ	1073PZ	ELK	100	1346	ZUID
1073PZ	1073PZ	GAS	100	1008	ZUID
1073RA	1073RA	GAS	100	930	ZUID
1073RA	1073RA	ELK	100	1567	ZUID
1073RB	1073RB	ELK	100	1615	ZUID
1073RB	1073RB	GAS	100	900	ZUID
1073RC	1073RC	ELK	100	1561	ZUID
1073RC	1073RC	GAS	100	975	ZUID
1073RD	1073RD	ELK	100	3321	ZUID
1073RD	1073RD	GAS	100	844	ZUID
1073RE	1073RE	GAS	100	1189	ZUID
1073RE	1073RE	ELK	100	1457	ZUID
1073RG	1073RG	GAS	100	1112	ZUID
1073RG	1073RG	ELK	100	1245	ZUID
1073RH	1073RH	GAS	100	1050	ZUID
1073RH	1073RH	ELK	100	1854	ZUID
1073RJ	1073RJ	ELK	100	1781	ZUID
1073RJ	1073RJ	GAS	100	963	ZUID
1073RK	1073RK	ELK	100	2296	ZUID
1073RK	1073RK	GAS	100	1127	ZUID
1073RL	1073RL	ELK	100	1802	ZUID
1073RL	1073RL	GAS	100	938	ZUID
1073RM	1073RM	GAS	100	1128	ZUID
1073RM	1073RM	ELK	100	2254	ZUID
1073RN	1073RN	ELK	100	1726	ZUID
1073RN	1073RN	GAS	100	941	ZUID
1073RP	1073RP	ELK	100	3584	ZUID
1073RP	1073RP	GAS	100	1060	ZUID
1073RR	1073RR	ELK	100	1304	ZUID
1073RR	1073RR	GAS	100	869	ZUID
1073RS	1073RS	GAS	100	745	ZUID
1073RS	1073RS	ELK	100	1577	ZUID
1073RT	1073RT	ELK	100	1575	ZUID
1073RT	1073RT	GAS	100	658	ZUID
1073RV	1073RV	GAS	100	2685	ZUID
1073RV	1073RV	ELK	100	1623	ZUID
1073RW	1073RW	GAS	100	1003	ZUID
1073RX	1073RZ	GAS	100	2365	ZUID
1073RX	1073RZ	ELK	100	5142	ZUID
1073SB	1073SB	GAS	100	609	ZUID
1073SB	1073SB	ELK	100	2436	ZUID
1073SC	1073SC	GAS	100	1112	ZUID
1073SC	1073SC	ELK	100	1811	ZUID
1073SE	1073SE	ELK	100	2132	ZUID
1073SE	1073SE	GAS	100	1385	ZUID
1073SG	1073SG	ELK	100	1669	ZUID
1073SG	1073SG	GAS	100	620	ZUID
1073SH	1073SH	ELK	100	1503	ZUID
1073SH	1073SH	GAS	100	1527	ZUID
1073SJ	1073SJ	ELK	100	1649	ZUID
1073SJ	1073SJ	GAS	100	849	ZUID
1073SK	1073SK	ELK	100	1603	ZUID
1073SK	1073SK	GAS	100	1025	ZUID
1073SL	1073SL	GAS	100	1112	ZUID
1073SL	1073SL	ELK	100	2334	ZUID
1073SM	1073SM	GAS	100	851	ZUID
1073SM	1073SM	ELK	100	1168	ZUID
1073SN	1073SN	ELK	100	1884	ZUID
1073SN	1073SN	GAS	100	1004	ZUID
1073SP	1073SP	ELK	100	2105	ZUID
1073SP	1073SP	GAS	100	1092	ZUID
1073SR	1073SR	GAS	100	1119	ZUID
1073SR	1073SR	ELK	100	1478	ZUID
1073ST	1073ST	GAS	100	954	ZUID
1073ST	1073ST	ELK	100	1518	ZUID
1073SV	1073SV	GAS	100	864	ZUID
1073SV	1073SV	ELK	100	2012	ZUID
1073SW	1073SW	ELK	100	2607	ZUID
1073SW	1073SW	GAS	100	853	ZUID
1073SX	1073SX	ELK	100	1561	ZUID
1073SX	1073SX	GAS	100	988	ZUID
1073SZ	1073SZ	GAS	100	1026	ZUID
1073SZ	1073SZ	ELK	100	2100	ZUID
1073TB	1073TB	GAS	100	737	ZUID
1073TB	1073TB	ELK	100	2639	ZUID
1073TC	1073TC	GAS	100	1257	ZUID
1073TC	1073TC	ELK	100	3612	ZUID
1073TD	1073TD	ELK	100	1756	ZUID
1073TD	1073TD	GAS	100	991	ZUID
1073TE	1073TE	GAS	100	2352	ZUID
1073TG	1073TG	ELK	100	1255	ZUID
1073TG	1073TG	GAS	100	841	ZUID
1073TH	1073TH	GAS	100	1375	ZUID
1073TH	1073TH	ELK	100	2151	ZUID
1073TJ	1073TJ	ELK	100	1612	ZUID
1073TJ	1073TJ	GAS	100	894	ZUID
1073TK	1073TK	GAS	100	1884	ZUID
1073TL	1073TL	GAS	100	899	ZUID
1073TL	1073TL	ELK	100	1647	ZUID
1073TM	1073TM	GAS	100	923	ZUID
1073TM	1073TM	ELK	100	1920	ZUID
1073TN	1073TN	GAS	100	1447	ZUID
1073TN	1073TN	ELK	98,28	4382	ZUID
1073TP	1073TP	GAS	100	1083	ZUID
1073TP	1073TP	ELK	100	3049	ZUID
1073TR	1073TR	ELK	100	1718	ZUID
1073TR	1073TR	GAS	100	1008	ZUID
1073TS	1073TS	ELK	100	1615	ZUID
1073TS	1073TS	GAS	100	1032	ZUID
1073TT	1073TT	ELK	100	2390	ZUID
1073TT	1073TT	GAS	100	955	ZUID
1073TV	1073TV	ELK	100	4428	ZUID
1073TV	1073TV	GAS	100	1710	ZUID
1073TW	1073TW	ELK	100	2891	ZUID
1073TW	1073TW	GAS	100	1030	ZUID
1073TX	1073TX	ELK	100	1989	ZUID
1073TX	1073TX	GAS	100	1100	ZUID
1073TZ	1073TZ	ELK	100	2200	ZUID
1073TZ	1073TZ	GAS	100	1004	ZUID
1073VA	1073VA	ELK	100	1367	ZUID
1073VA	1073VA	GAS	100	734	ZUID
1073VB	1073VB	GAS	100	809	ZUID
1073VB	1073VB	ELK	100	2569	ZUID
1073VC	1073VC	GAS	100	1187	ZUID
1073VC	1073VC	ELK	100	1470	ZUID
1073VD	1073VD	GAS	100	720	ZUID
1073VD	1073VD	ELK	100	1829	ZUID
1073VE	1073VE	ELK	100	2156	ZUID
1073VE	1073VE	GAS	100	1067	ZUID
1073VG	1073VG	ELK	100	1674	ZUID
1073VG	1073VG	GAS	100	862	ZUID
1073VH	1073VH	GAS	100	1106	ZUID
1073VH	1073VH	ELK	100	2326	ZUID
1073VJ	1073VJ	GAS	100	1245	ZUID
1073VJ	1073VJ	ELK	100	2388	ZUID
1073VK	1073VK	GAS	100	972	ZUID
1073VK	1073VK	ELK	100	3117	ZUID
1073VL	1073VL	GAS	100	1011	ZUID
1073VL	1073VL	ELK	100	2113	ZUID
1073VM	1073VM	ELK	100	1746	ZUID
1073VM	1073VM	GAS	100	889	ZUID
1073VN	1073VN	GAS	100	1174	ZUID
1073VN	1073VN	ELK	100	2172	ZUID
1073VP	1073VP	ELK	100	2065	ZUID
1073VP	1073VP	GAS	100	1093	ZUID
1073VR	1073VR	ELK	100	2095	ZUID
1073VR	1073VR	GAS	100	1423	ZUID
1073VS	1073VS	ELK	100	2324	ZUID
1073VS	1073VS	GAS	100	822	ZUID
1073VT	1073VT	ELK	100	1870	ZUID
1073VT	1073VT	GAS	100	975	ZUID
1073VV	1073VV	ELK	100	2176	ZUID
1073VV	1073VV	GAS	100	860	ZUID
1073VW	1073VW	ELK	100	5046	ZUID
1073VW	1073VX	GAS	100	1108	ZUID
1073VX	1073VX	ELK	100	4268	ZUID
1073VZ	1073VZ	ELK	100	3832	ZUID
1073VZ	1073VZ	GAS	100	940	ZUID
1073XA	1073XA	ELK	100	2516	ZUID
1073XA	1073XA	GAS	100	887	ZUID
1073XB	1073XB	GAS	100	1169	ZUID
1073XB	1073XB	ELK	100	2735	ZUID
1073XC	1073XC	GAS	100	1081	ZUID
1073XC	1073XC	ELK	100	3576	ZUID
1073XD	1073XD	ELK	100	3053	ZUID
1073XD	1073XD	GAS	100	1230	ZUID
1073XE	1073XE	GAS	100	1420	ZUID
1073XG	1073XG	GAS	100	873	ZUID
1073XG	1073XG	ELK	100	2136	ZUID
1073XH	1073XH	ELK	100	2839	ZUID
1073XH	1073XH	GAS	100	1099	ZUID
1073XJ	1073XJ	ELK	100	2525	ZUID
1073XJ	1073XJ	GAS	100	907	ZUID
1073XK	1073XK	GAS	100	854	ZUID
1073XK	1073XK	ELK	100	2192	ZUID
1073XL	1073XL	ELK	100	2607	ZUID
1073XL	1073XL	GAS	100	917	ZUID
1073XM	1073XM	ELK	100	2011	ZUID
1073XM	1073XM	GAS	100	720	ZUID
1073XN	1073XN	GAS	100	822	ZUID
1073XN	1073XN	ELK	100	1793	ZUID
1073XP	1073XP	ELK	100	2016	ZUID
1073XP	1073XP	GAS	100	820	ZUID
1073XR	1073XR	GAS	100	2426	ZUID
1073XS	1073XS	GAS	100	888	ZUID
1073XS	1073XS	ELK	96,15	1798	ZUID
1073XT	1073XT	GAS	100	786	ZUID
1073XT	1073XT	ELK	100	1986	ZUID
1073XV	1073XV	ELK	100	2209	ZUID
1073XV	1073XV	GAS	100	650	ZUID
1073XW	1073XW	GAS	100	821	ZUID
1073XW	1073XW	ELK	100	1951	ZUID
1073XX	1073XX	GAS	100	987	ZUID
1073XX	1073XX	ELK	100	1486	ZUID
1073XZ	1073XZ	ELK	100	2894	ZUID
1073XZ	1073XZ	GAS	100	1019	ZUID
1074AA	1074AA	GAS	100	2287	ZUID
1074AB	1074AB	ELK	100	4909	ZUID
1074AB	1074AB	GAS	100	984	ZUID
1074AC	1074AC	GAS	100	1314	ZUID
1074AD	1074AD	ELK	100	4010	ZUID
1074AD	1074AD	GAS	100	1189	ZUID
1074AE	1074AE	GAS	100	1071	ZUID
1074AE	1074AE	ELK	100	4812	ZUID
1074AG	1074AG	ELK	100	4628	ZUID
1074AG	1074AG	GAS	100	1126	ZUID
1074AH	1074AH	ELK	100	3132	ZUID
1074AH	1074AH	GAS	100	1526	ZUID
1074AJ	1074AJ	GAS	100	1571	ZUID
1074AK	1074AK	GAS	100	1271	ZUID
1074AL	1074AL	GAS	100	1320	ZUID
1074AM	1074AM	GAS	100	1042	ZUID
1074AM	1074AM	ELK	100	3226	ZUID
1074AN	1074AN	GAS	100	969	ZUID
1074AN	1074AN	ELK	100	2996	ZUID
1074AP	1074AP	GAS	100	1364	ZUID
1074AP	1074AP	ELK	100	3575	ZUID
1074AR	1074AR	GAS	100	920	ZUID
1074AR	1074AR	ELK	100	2768	ZUID
1074AS	1074AS	GAS	100	1125	ZUID
1074AT	1074AT	GAS	100	737	ZUID
1074AT	1074AT	ELK	100	1302	ZUID
1074AV	1074AV	GAS	100	2659	ZUID
1074AX	1074BB	GAS	100	3260	ZUID
1074BB	1074BB	ELK	100	3018	ZUID
1074BC	1074BC	GAS	100	2918	ZUID
1074BD	1074BD	GAS	100	876	ZUID
1074BD	1074BD	ELK	100	2191	ZUID
1074BE	1074BE	ELK	88,89	3264	ZUID
1074BE	1074BE	GAS	100	1948	ZUID
1074BG	1074BG	ELK	100	3054	ZUID
1074BG	1074BG	GAS	100	1807	ZUID
1074BH	1074BH	ELK	89,47	3608	ZUID
1074BH	1074BH	GAS	100	2051	ZUID
1074BJ	1074BJ	GAS	100	2529	ZUID
1074BK	1074BK	GAS	100	4372	ZUID
1074BL	1074BL	ELK	100	3380	ZUID
1074BL	1074BL	GAS	100	1880	ZUID
1074BM	1074BM	GAS	100	1213	ZUID
1074BM	1074BM	ELK	100	2490	ZUID
1074BN	1074BN	GAS	100	1018	ZUID
1074BN	1074BN	ELK	100	2507	ZUID
1074BP	1074BP	GAS	100	1345	ZUID
1074BP	1074BP	ELK	93,55	3689	ZUID
1074BR	1074BR	GAS	100	780	ZUID
1074BR	1074BR	ELK	100	1938	ZUID
1074BS	1074BS	ELK	100	2830	ZUID
1074BS	1074BS	GAS	100	1325	ZUID
1074BT	1074BT	ELK	100	4405	ZUID
1074BT	1074BT	GAS	100	1178	ZUID
1074CA	1074CA	ELK	100	1978	ZUID
1074CA	1074CA	GAS	100	824	ZUID
1074CB	1074CB	ELK	100	2138	ZUID
1074CB	1074CB	GAS	100	1012	ZUID
1074CC	1074CC	GAS	100	978	ZUID
1074CC	1074CC	ELK	100	2325	ZUID
1074CD	1074CD	ELK	100	1622	ZUID
1074CD	1074CD	GAS	100	1235	ZUID
1074CE	1074CE	ELK	100	2845	ZUID
1074CE	1074CE	GAS	100	1475	ZUID
1074CG	1074CG	GAS	100	1167	ZUID
1074CG	1074CG	ELK	100	3119	ZUID
1074CH	1074CH	GAS	100	1145	ZUID
1074CH	1074CH	ELK	100	2684	ZUID
1074CJ	1074CJ	GAS	100	1340	ZUID
1074CJ	1074CJ	ELK	100	2585	ZUID
1074CK	1074CK	GAS	100	957	ZUID
1074CK	1074CK	ELK	100	2173	ZUID
1074CL	1074CL	ELK	100	1833	ZUID
1074CL	1074CL	GAS	100	822	ZUID
1074CM	1074CM	ELK	100	1974	ZUID
1074CM	1074CM	GAS	100	924	ZUID
1074CN	1074CN	GAS	100	1060	ZUID
1074CN	1074CN	ELK	100	2102	ZUID
1074CP	1074CP	GAS	100	901	ZUID
1074CP	1074CP	ELK	100	2481	ZUID
1074CR	1074CR	GAS	100	998	ZUID
1074CR	1074CR	ELK	100	2057	ZUID
1074CS	1074CS	ELK	100	2070	ZUID
1074CS	1074CS	GAS	100	1034	ZUID
1074CT	1074CT	GAS	100	1283	ZUID
1074CT	1074CT	ELK	100	2909	ZUID
1074CV	1074CV	GAS	100	1920	ZUID
1074CW	1074CW	ELK	100	4295	ZUID
1074CW	1074CW	GAS	100	1222	ZUID
1074CX	1074CX	ELK	100	2684	ZUID
