POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	%Leveringsrichting	SJV	WIJKEN
1075RP	1075RP	ELK	97,67	1409	ZUID
1075RR	1075RR	GAS	100	967	ZUID
1075RR	1075RR	ELK	100	1511	ZUID
1075RS	1075RS	ELK	100	1292	ZUID
1075RS	1075RS	GAS	100	921	ZUID
1075RT	1075RT	ELK	100	3286	ZUID
1075RT	1075RT	GAS	100	1631	ZUID
1075RV	1075RV	ELK	100	2275	ZUID
1075RV	1075RV	GAS	100	936	ZUID
1075RW	1075RW	GAS	100	904	ZUID
1075RW	1075RW	ELK	100	1625	ZUID
1075RX	1075RX	GAS	100	1334	ZUID
1075RX	1075RX	ELK	100	2214	ZUID
1075RZ	1075RZ	GAS	100	1243	ZUID
1075RZ	1075RZ	ELK	100	3483	ZUID
1075SB	1075SB	ELK	100	3170	ZUID
1075SB	1075SB	GAS	100	1085	ZUID
1075SC	1075SC	ELK	100	1724	ZUID
1075SC	1075SC	GAS	100	944	ZUID
1075SE	1075SE	GAS	100	1002	ZUID
1075SE	1075SE	ELK	100	4695	ZUID
1075SG	1075SG	ELK	100	8327	ZUID
1075SG	1075SG	GAS	100	1118	ZUID
1075SH	1075SH	GAS	100	1202	ZUID
1075SH	1075SH	ELK	100	2921	ZUID
1075SJ	1075SJ	ELK	100	5309	ZUID
1075SJ	1075SJ	GAS	100	1156	ZUID
1075SK	1075SK	GAS	100	1001	ZUID
1075SK	1075SK	ELK	100	3687	ZUID
1075SL	1075SL	ELK	100	1794	ZUID
1075SL	1075SL	GAS	100	1117	ZUID
1075SM	1075SM	ELK	100	1989	ZUID
1075SM	1075SM	GAS	100	1050	ZUID
1075SN	1075SN	GAS	100	890	ZUID
1075SN	1075SN	ELK	100	1571	ZUID
1075SP	1075SP	ELK	100	2571	ZUID
1075SP	1075SP	GAS	100	1039	ZUID
1075SR	1075SR	GAS	100	809	ZUID
1075SR	1075SR	ELK	100	1291	ZUID
1075ST	1075ST	GAS	100	1088	ZUID
1075ST	1075ST	ELK	100	1972	ZUID
1075SV	1075SV	ELK	100	1819	ZUID
1075SV	1075SV	GAS	100	1039	ZUID
1075SW	1075SW	GAS	100	1484	ZUID
1075SW	1075SW	ELK	100	2490	ZUID
1075SX	1075SX	ELK	100	1930	ZUID
1075SX	1075SX	GAS	100	964	ZUID
1075SZ	1075SZ	ELK	100	1622	ZUID
1075SZ	1075SZ	GAS	100	845	ZUID
1075TA	1075TA	GAS	100	1071	ZUID
1075TA	1075TA	ELK	100	1778	ZUID
1075TB	1075TB	GAS	100	998	ZUID
1075TB	1075TB	ELK	100	1717	ZUID
1075TC	1075TC	GAS	100	939	ZUID
1075TC	1075TC	ELK	100	1491	ZUID
1075TD	1075TD	ELK	100	1522	ZUID
1075TD	1075TD	GAS	100	965	ZUID
1075TE	1075TE	ELK	100	1964	ZUID
1075TE	1075TE	GAS	100	1118	ZUID
1075TG	1075TG	ELK	100	1805	ZUID
1075TG	1075TG	GAS	100	938	ZUID
1075TH	1075TH	ELK	100	2727	ZUID
1075TH	1075TH	GAS	100	1115	ZUID
1075TJ	1075TJ	ELK	100	3119	ZUID
1075TJ	1075TJ	GAS	100	1592	ZUID
1075TK	1075TK	GAS	100	2925	ZUID
1075TK	1075TK	ELK	96,77	7477	ZUID
1075TL	1075TL	ELK	94,74	1563	ZUID
1075TL	1075TL	GAS	100	884	ZUID
1075TM	1075TM	GAS	100	1007	ZUID
1075TM	1075TM	ELK	100	1696	ZUID
1075TN	1075TN	ELK	100	1730	ZUID
1075TN	1075TN	GAS	100	838	ZUID
1075TP	1075TP	GAS	100	777	ZUID
1075TP	1075TP	ELK	100	1837	ZUID
1075TR	1075TR	ELK	100	2059	ZUID
1075TR	1075TR	GAS	100	877	ZUID
1075TS	1075TS	GAS	100	1357	ZUID
1075TS	1075TS	ELK	100	3251	ZUID
1075TT	1075TT	GAS	100	1610	ZUID
1075TT	1075TT	ELK	100	2665	ZUID
1075TV	1075TV	GAS	100	878	ZUID
1075TV	1075TV	ELK	100	2800	ZUID
1075TW	1075TW	GAS	100	901	ZUID
1075TW	1075TW	ELK	100	1706	ZUID
1075TX	1075TX	ELK	100	3200	ZUID
1075TX	1075TX	GAS	100	1291	ZUID
1075TZ	1075TZ	ELK	96,43	1973	ZUID
1075TZ	1075TZ	GAS	100	4113	ZUID
1075VB	1075VE	ELK	100	2337	ZUID
1075VB	1075VE	GAS	100	1282	ZUID
1075VG	1075VG	GAS	100	939	ZUID
1075VG	1075VG	ELK	100	2034	ZUID
1075VH	1075VH	ELK	100	1800	ZUID
1075VH	1075VH	GAS	100	1022	ZUID
1075VJ	1075VJ	GAS	100	938	ZUID
1075VJ	1075VJ	ELK	100	2700	ZUID
1075VK	1075VK	GAS	100	1066	ZUID
1075VK	1075VK	ELK	100	1620	ZUID
1075VL	1075VL	GAS	100	866	ZUID
1075VL	1075VL	ELK	100	2187	ZUID
1075VM	1075VM	GAS	100	1197	ZUID
1075VM	1075VM	ELK	100	1575	ZUID
1075VN	1075VN	ELK	100	3553	ZUID
1075VN	1075VN	GAS	100	1018	ZUID
1075VP	1075VP	GAS	100	1027	ZUID
1075VP	1075VP	ELK	100	3470	ZUID
1075VR	1075VS	GAS	100	1074	ZUID
1075VR	1075VS	ELK	100	3697	ZUID
1075VT	1075VT	GAS	100	1117	ZUID
1075VT	1075VT	ELK	100	5059	ZUID
1075VV	1075VV	ELK	100	6653	ZUID
1075VV	1075VV	GAS	100	1257	ZUID
1075VW	1075VW	GAS	100	1562	ZUID
1075VW	1075VW	ELK	100	5158	ZUID
1075VX	1075VX	ELK	100	8048	ZUID
1075VX	1075VX	GAS	100	1348	ZUID
1075VZ	1075VZ	ELK	100	3545	ZUID
1075VZ	1075VZ	GAS	100	1332	ZUID
1075XA	1075XA	GAS	100	1537	ZUID
1075XA	1075XA	ELK	100	3021	ZUID
1075XB	1075XB	ELK	100	1001	ZUID
1075XB	1075XB	GAS	100	760	ZUID
1075XC	1075XC	GAS	100	897	ZUID
1075XC	1075XC	ELK	100	2203	ZUID
1075XD	1075XD	GAS	100	830	ZUID
1075XD	1075XD	ELK	100	1446	ZUID
1075XE	1075XE	GAS	100	906	ZUID
1075XE	1075XE	ELK	100	1550	ZUID
1075XG	1075XG	GAS	100	774	ZUID
1075XG	1075XG	ELK	100	1746	ZUID
1075XH	1075XH	ELK	100	4238	ZUID
1075XH	1075XH	GAS	100	1809	ZUID
1075XJ	1075XJ	ELK	100	3396	ZUID
1075XJ	1075XJ	GAS	100	987	ZUID
1075XK	1075XK	GAS	100	1069	ZUID
1075XK	1075XK	ELK	100	1930	ZUID
1075XL	1075XL	ELK	100	7695	ZUID
1075XL	1075XL	GAS	100	2383	ZUID
1075XM	1075XM	ELK	100	7474	ZUID
1075XM	1075XM	GAS	100	1819	ZUID
1075XN	1075XN	ELK	100	10513	ZUID
1075XN	1075XN	GAS	100	1688	ZUID
1075XP	1075XP	GAS	100	1177	ZUID
1075XP	1075XP	ELK	100	7333	ZUID
1075XR	1075XR	GAS	100	2057	ZUID
1075XR	1075XR	ELK	92,59	2752	ZUID
1075XS	1075XS	GAS	100	1109	ZUID
1075XS	1075XS	ELK	100	5536	ZUID
1075XT	1075XT	ELK	100	5850	ZUID
1075XT	1075XT	GAS	100	1329	ZUID
1075XV	1075XV	ELK	100	5225	ZUID
1075XV	1075XV	GAS	100	2026	ZUID
1075XW	1075XW	ELK	100	3526	ZUID
1075XW	1075XW	GAS	100	1170	ZUID
1075XX	1075XX	ELK	100	7894	ZUID
1075XX	1075XX	GAS	100	2895	ZUID
1075XZ	1075XZ	GAS	100	1150	ZUID
1075XZ	1075XZ	ELK	100	1945	ZUID
1076AA	1076AB	ELK	100	5037	ZUID
1076AA	1076AB	GAS	100	2303	ZUID
1076AC	1076AC	GAS	100	47	ZUID
1076AC	1076AC	ELK	100	2434	ZUID
1076AD	1076AD	GAS	100	43	ZUID
1076AD	1076AD	ELK	100	2177	ZUID
1076AE	1076AE	ELK	100	2348	ZUID
1076AE	1076AE	GAS	100	54	ZUID
1076AG	1076AG	ELK	100	7057	ZUID
1076AG	1076AG	GAS	100	489	ZUID
1076AH	1076AH	GAS	100	37	ZUID
1076AH	1076AH	ELK	100	2577	ZUID
1076AJ	1076AJ	GAS	100	838	ZUID
1076AJ	1076AJ	ELK	100	1516	ZUID
1076AK	1076AK	ELK	100	4391	ZUID
1076AK	1076AK	GAS	100	1213	ZUID
1076AL	1076AL	GAS	100	809	ZUID
1076AL	1076AL	ELK	100	5683	ZUID
1076AM	1076AM	GAS	100	419	ZUID
1076AM	1076AM	ELK	100	10127	ZUID
1076AN	1076AN	GAS	100	21	ZUID
1076AN	1076AN	ELK	100	2371	ZUID
1076AP	1076AP	ELK	100	2971	ZUID
1076AP	1076AP	GAS	100	78	ZUID
1076AR	1076AR	ELK	100	4936	ZUID
1076AR	1076AR	GAS	100	1315	ZUID
1076AS	1076AS	ELK	100	2732	ZUID
1076AS	1076AS	GAS	100	982	ZUID
1076AT	1076AT	ELK	100	3265	ZUID
1076AT	1076AT	GAS	100	39	ZUID
1076AV	1076AW	GAS	100	218	ZUID
1076AV	1076AV	ELK	100	18597	ZUID
1076AW	1076AW	ELK	90	2931	ZUID
1076AX	1076AX	GAS	100	137	ZUID
1076AX	1076AX	ELK	57,89	2529	ZUID
1076AZ	1076BA	ELK	100	1934	ZUID
1076BA	1076BA	GAS	100	136	ZUID
1076BB	1076BB	GAS	100	2472	ZUID
1076BB	1076BB	ELK	91,43	2352	ZUID
1076BC	1076BC	ELK	100	1606	ZUID
1076BC	1076BJ	GAS	100	749	ZUID
1076BD	1076BD	ELK	100	1964	ZUID
1076BE	1076BE	ELK	100	1936	ZUID
1076BG	1076BG	ELK	100	2189	ZUID
1076BH	1076BJ	ELK	100	3164	ZUID
1076BK	1076BK	GAS	100	1520	ZUID
1076BK	1076BK	ELK	100	2401	ZUID
1076BL	1076BL	GAS	100	1162	ZUID
1076BL	1076BL	ELK	100	2343	ZUID
1076BM	1076BM	ELK	100	1963	ZUID
1076BM	1076BM	GAS	100	983	ZUID
1076BN	1076BN	GAS	100	2155	ZUID
1076BN	1076BN	ELK	88,46	5923	ZUID
1076BP	1076BP	GAS	100	903	ZUID
1076BP	1076BP	ELK	100	1580	ZUID
1076BR	1076BR	ELK	100	2018	ZUID
1076BR	1076BR	GAS	100	687	ZUID
1076BS	1076BS	ELK	100	2159	ZUID
1076BS	1076BS	GAS	100	101	ZUID
1076BT	1076BT	ELK	100	2253	ZUID
1076BT	1076BT	GAS	100	149	ZUID
1076BV	1076BV	GAS	100	1201	ZUID
1076BV	1076BV	ELK	100	1904	ZUID
1076BW	1076BW	ELK	100	1664	ZUID
1076BW	1076BW	GAS	100	1127	ZUID
1076BX	1076BZ	ELK	100	3220	ZUID
1076BX	1076BZ	GAS	100	821	ZUID
1076CA	1076CA	ELK	100	1772	ZUID
1076CA	1076CA	GAS	100	1436	ZUID
1076CB	1076CC	GAS	100	2732	ZUID
1076CB	1076CC	ELK	94,44	6369	ZUID
1076CD	1076CD	ELK	100	2185	ZUID
1076CD	1076CD	GAS	100	1187	ZUID
1076CE	1076CE	ELK	100	3948	ZUID
1076CE	1076CE	GAS	100	1145	ZUID
1076CG	1076CG	ELK	100	2057	ZUID
1076CG	1076CG	GAS	100	404	ZUID
1076CH	1076CH	GAS	100	941	ZUID
1076CH	1076CH	ELK	100	1948	ZUID
1076CJ	1076CJ	GAS	100	718	ZUID
1076CJ	1076CJ	ELK	100	2855	ZUID
1076CK	1076CK	GAS	100	733	ZUID
1076CK	1076CK	ELK	100	2447	ZUID
1076CM	1076CN	GAS	100	1660	ZUID
1076CM	1076CM	ELK	100	5539	ZUID
1076CN	1076CN	ELK	100	3265	ZUID
1076CP	1076CP	GAS	100	1171	ZUID
1076CP	1076CP	ELK	100	1616	ZUID
1076CR	1076CR	GAS	100	1201	ZUID
1076CR	1076CR	ELK	100	2195	ZUID
1076CS	1076CS	GAS	100	1179	ZUID
1076CS	1076CS	ELK	100	3918	ZUID
1076CT	1076CT	ELK	100	1613	ZUID
1076CT	1076CT	GAS	100	2539	ZUID
1076CV	1076CV	ELK	100	17745	ZUID
1076CV	1076CW	GAS	100	2408	ZUID
1076CW	1076CW	ELK	80,99	3160	ZUID
1076CZ	1076CZ	ELK	88,89	4132	ZUID
1076CZ	1076CZ	GAS	100	1846	ZUID
1076DC	1076DE	ELK	100	20852	ZUID
1076DC	1076DK	GAS	100	1801	ZUID
1076DK	1076DK	ELK	100	2393	ZUID
1076DL	1076DL	ELK	100	3512	ZUID
1076DM	1076DM	ELK	100	3667	ZUID
1076DN	1076DN	ELK	100	5767	ZUID
1076DP	1076DP	ELK	100	3042	ZUID
1076DR	1076DR	ELK	100	3720	ZUID
1076DS	1076DS	ELK	100	4850	ZUID
1076DT	1076DT	ELK	100	3567	ZUID
1076DV	1076DV	ELK	100	3799	ZUID
1076DW	1076DW	ELK	100	2725	ZUID
1076DX	1076DX	ELK	100	10510	ZUID
1076DZ	1076DZ	ELK	100	5015	ZUID
1076EC	1076EC	ELK	100	7713	ZUID
1076EC	1076JA	GAS	100	3889	ZUID
1076ED	1076ED	ELK	92,86	26059	ZUID
1076EE	1076EE	ELK	100	13249	ZUID
1076EL	1076JA	ELK	100	2934	ZUID
1076JB	1076JB	GAS	100	1119	ZUID
1076JB	1076JB	ELK	100	2382	ZUID
1076JC	1076JC	ELK	100	2049	ZUID
1076JC	1076JC	GAS	100	1194	ZUID
1076JD	1076JD	GAS	100	1036	ZUID
1076JD	1076JD	ELK	100	1951	ZUID
1076JE	1076JE	GAS	100	1142	ZUID
1076JE	1076JE	ELK	100	1920	ZUID
1076JG	1076JG	GAS	100	1352	ZUID
1076JG	1076JG	ELK	100	1726	ZUID
1076JH	1076JH	ELK	100	2065	ZUID
1076JH	1076JH	GAS	100	1339	ZUID
1076JJ	1076JJ	ELK	100	2516	ZUID
1076JJ	1076JJ	GAS	100	815	ZUID
1076JK	1076JK	GAS	100	1171	ZUID
1076JK	1076JK	ELK	100	1723	ZUID
1076JL	1076JL	ELK	100	2158	ZUID
1076JL	1076JL	GAS	100	1036	ZUID
1076JM	1076JM	ELK	100	1714	ZUID
1076JM	1076JM	GAS	100	1042	ZUID
1076JN	1076JN	GAS	100	1072	ZUID
1076JN	1076JN	ELK	100	2112	ZUID
1076JP	1076JP	GAS	100	1216	ZUID
1076JP	1076JP	ELK	100	2659	ZUID
1076JR	1076JR	GAS	100	982	ZUID
1076JR	1076JR	ELK	100	2475	ZUID
1076JS	1076JS	GAS	100	1266	ZUID
1076JS	1076JS	ELK	100	2518	ZUID
1076JT	1076JT	ELK	100	2224	ZUID
1076JT	1076JT	GAS	100	1125	ZUID
1076JV	1076JV	ELK	100	2056	ZUID
1076JV	1076JV	GAS	100	1189	ZUID
1076KJ	1076KJ	GAS	100	1389	ZUID
1076KJ	1076KJ	ELK	100	2192	ZUID
1076KK	1076KK	ELK	100	2427	ZUID
1076KK	1076KK	GAS	100	1116	ZUID
1076KL	1076KL	ELK	100	2306	ZUID
1076KL	1076KL	GAS	100	1108	ZUID
1076KM	1076KM	ELK	100	1942	ZUID
1076KM	1076KM	GAS	100	1294	ZUID
1076KN	1076KN	GAS	100	1323	ZUID
1076KN	1076KN	ELK	100	2107	ZUID
1076KP	1076KP	GAS	100	1017	ZUID
1076KP	1076KP	ELK	100	2029	ZUID
1076KR	1076KR	GAS	100	1162	ZUID
1076KR	1076KR	ELK	100	1976	ZUID
1076KS	1076KS	ELK	100	1879	ZUID
1076KS	1076KS	GAS	100	1008	ZUID
1076KT	1076KT	GAS	100	1262	ZUID
1076KT	1076KT	ELK	100	2011	ZUID
1076KV	1076KV	GAS	100	740	ZUID
1076KV	1076KV	ELK	100	1944	ZUID
1076KW	1076KW	ELK	100	3627	ZUID
1076KW	1076KW	GAS	100	1055	ZUID
1076KX	1076KX	ELK	100	2051	ZUID
1076KX	1076KX	GAS	100	1192	ZUID
1076KZ	1076KZ	ELK	100	2774	ZUID
1076KZ	1076KZ	GAS	100	1330	ZUID
1076LA	1076LA	ELK	100	1694	ZUID
1076LA	1076LA	GAS	100	934	ZUID
1076LB	1076LB	ELK	100	2118	ZUID
1076LB	1076LB	GAS	100	1078	ZUID
1076LC	1076LC	GAS	100	562	ZUID
1076LC	1076LC	ELK	100	2811	ZUID
1076LD	1076LD	ELK	100	1566	ZUID
1076LD	1076LD	GAS	100	1082	ZUID
1076LE	1076LE	GAS	100	996	ZUID
1076LE	1076LE	ELK	100	2432	ZUID
1076LG	1076LG	GAS	100	999	ZUID
1076LG	1076LG	ELK	100	1797	ZUID
1076LH	1076LH	ELK	100	4309	ZUID
1076LH	1076LH	GAS	100	1410	ZUID
1076LJ	1076LJ	ELK	100	2828	ZUID
1076LJ	1076LJ	GAS	100	961	ZUID
1076LK	1076LK	ELK	100	1868	ZUID
1076LK	1076LK	GAS	100	1540	ZUID
1076LL	1076LL	ELK	100	1983	ZUID
1076LL	1076LL	GAS	100	1040	ZUID
1076LM	1076LM	ELK	100	2438	ZUID
1076LM	1076LM	GAS	100	917	ZUID
1076LN	1076LN	ELK	100	2162	ZUID
1076LN	1076LN	GAS	100	1228	ZUID
1076LP	1076LP	GAS	100	1184	ZUID
1076LP	1076LP	ELK	100	2837	ZUID
1076LR	1076LR	ELK	100	1815	ZUID
1076LR	1076LR	GAS	100	1007	ZUID
1076LS	1076LS	GAS	100	959	ZUID
1076LS	1076LS	ELK	100	1984	ZUID
1076LT	1076LT	ELK	100	1584	ZUID
1076LT	1076LT	GAS	100	940	ZUID
1076LV	1076LV	ELK	100	2463	ZUID
1076LV	1076LV	GAS	100	1231	ZUID
1076LW	1076LW	ELK	100	2690	ZUID
1076LW	1076LW	GAS	100	2411	ZUID
1076LX	1076LX	ELK	100	1900	ZUID
1076LX	1076LX	GAS	100	1135	ZUID
1076LZ	1076LZ	ELK	100	1944	ZUID
1076LZ	1076LZ	GAS	100	1140	ZUID
1076NA	1076NA	GAS	100	1131	ZUID
1076NA	1076NA	ELK	100	1838	ZUID
1076NB	1076NB	GAS	100	950	ZUID
1076NB	1076NB	ELK	100	2359	ZUID
1076NC	1076NC	GAS	100	952	ZUID
1076NC	1076NC	ELK	100	1329	ZUID
1076ND	1076ND	ELK	100	1676	ZUID
1076ND	1076ND	GAS	100	76	ZUID
1076NE	1076NE	GAS	100	1306	ZUID
1076NE	1076NE	ELK	100	2037	ZUID
1076NG	1076NG	ELK	100	2104	ZUID
1076NG	1076NG	GAS	100	1191	ZUID
1076NH	1076NH	GAS	100	960	ZUID
1076NH	1076NH	ELK	100	1859	ZUID
1076NM	1076NM	GAS	100	987	ZUID
1076NM	1076NM	ELK	100	3630	ZUID
1076NN	1076NN	ELK	100	1774	ZUID
1076NN	1076NN	GAS	100	2174	ZUID
1076NP	1076NP	GAS	100	1008	ZUID
1076NP	1076NP	ELK	100	3280	ZUID
1076NR	1076NR	ELK	100	2096	ZUID
1076NR	1076NR	GAS	100	989	ZUID
1076NS	1076NS	GAS	100	1012	ZUID
1076NS	1076NS	ELK	100	2264	ZUID
1076NT	1076NT	GAS	100	1101	ZUID
1076NT	1076NT	ELK	100	1849	ZUID
1076NV	1076NV	GAS	100	950	ZUID
1076NV	1076NV	ELK	100	1925	ZUID
1076NX	1076NX	GAS	100	1600	ZUID
1076NX	1076NX	ELK	100	5314	ZUID
1076NZ	1076NZ	ELK	100	2298	ZUID
1076NZ	1076NZ	GAS	100	1425	ZUID
1076PA	1076PA	ELK	100	2857	ZUID
1076PA	1076PA	GAS	100	1240	ZUID
1076PB	1076PB	GAS	100	1020	ZUID
1076PB	1076PB	ELK	100	1616	ZUID
1076PC	1076PC	GAS	100	874	ZUID
1076PC	1076PC	ELK	100	2629	ZUID
1076PD	1076PD	ELK	100	1807	ZUID
1076PD	1076PD	GAS	100	512	ZUID
1076PE	1076PE	ELK	100	1370	ZUID
1076PE	1076PE	GAS	100	682	ZUID
1076PG	1076PG	ELK	100	1794	ZUID
1076PG	1076PG	GAS	100	729	ZUID
1076PH	1076PH	GAS	100	905	ZUID
1076PH	1076PH	ELK	100	1674	ZUID
1076PJ	1076PJ	GAS	100	891	ZUID
1076PJ	1076PJ	ELK	100	1756	ZUID
1076PK	1076PK	ELK	100	4200	ZUID
1076PK	1076PK	GAS	100	800	ZUID
1076PL	1076PL	ELK	100	2428	ZUID
1076PL	1076PL	GAS	100	1286	ZUID
1076PM	1076PM	GAS	100	1048	ZUID
1076PM	1076PM	ELK	100	2493	ZUID
1076PN	1076PN	ELK	100	1847	ZUID
1076PN	1076PN	GAS	100	983	ZUID
1076PP	1076PP	ELK	100	2003	ZUID
1076PP	1076PP	GAS	100	1074	ZUID
1076PR	1076PR	GAS	100	901	ZUID
1076PR	1076PR	ELK	100	1990	ZUID
1076PS	1076PS	GAS	100	933	ZUID
1076PS	1076PS	ELK	100	2214	ZUID
1076PT	1076PT	ELK	100	1921	ZUID
1076PT	1076PT	GAS	100	1106	ZUID
1076PV	1076PV	GAS	100	1197	ZUID
1076PV	1076PV	ELK	100	1984	ZUID
1076PW	1076PW	GAS	100	1064	ZUID
1076PW	1076PW	ELK	100	1565	ZUID
1076PX	1076PX	ELK	100	2951	ZUID
1076PX	1076PX	GAS	100	1390	ZUID
1076PZ	1076PZ	ELK	100	1825	ZUID
1076PZ	1076PZ	GAS	100	966	ZUID
1076RA	1076RA	ELK	100	1742	ZUID
1076RA	1076RA	GAS	100	1134	ZUID
1076RB	1076RB	ELK	100	2140	ZUID
1076RB	1076RB	GAS	100	51	ZUID
1076RC	1076RC	GAS	100	614	ZUID
1076RC	1076RC	ELK	100	2500	ZUID
1076RD	1076RD	ELK	100	1848	ZUID
1076RD	1076RD	GAS	100	848	ZUID
1076RE	1076RE	GAS	100	888	ZUID
1076RE	1076RE	ELK	100	1976	ZUID
1076RG	1076RG	ELK	100	2040	ZUID
1076RG	1076RG	GAS	100	1041	ZUID
1076RH	1076RH	GAS	100	1073	ZUID
1076RH	1076RH	ELK	100	2019	ZUID
1076RJ	1076RJ	GAS	100	1284	ZUID
1076RJ	1076RJ	ELK	100	2185	ZUID
1076RK	1076RK	ELK	100	2141	ZUID
1076RK	1076RK	GAS	100	1110	ZUID
1076RL	1076RL	GAS	100	1027	ZUID
1076RL	1076RL	ELK	100	1785	ZUID
1076RM	1076RN	GAS	100	1780	ZUID
1076RM	1076RN	ELK	100	3885	ZUID
1076RP	1076RP	ELK	100	1998	ZUID
1076RP	1076RP	GAS	100	995	ZUID
1076RR	1076RR	ELK	100	1687	ZUID
1076RR	1076RR	GAS	100	1072	ZUID
1076RS	1076RS	ELK	95,24	2542	ZUID
1076RS	1076RS	GAS	100	1088	ZUID
1076RT	1076RT	GAS	100	1921	ZUID
1076RT	1076RT	ELK	100	3449	ZUID
1076RV	1076RV	GAS	100	1272	ZUID
1076RV	1076RV	ELK	100	1935	ZUID
1076RW	1076RW	GAS	100	1882	ZUID
1076RW	1076RW	ELK	100	2528	ZUID
1076RX	1076RX	ELK	100	2052	ZUID
1076RX	1076RX	GAS	100	72	ZUID
1076RZ	1076RZ	ELK	100	2391	ZUID
1076RZ	1076RZ	GAS	100	85	ZUID
1076SB	1076SB	GAS	100	34	ZUID
1076SB	1076SB	ELK	100	1975	ZUID
1076SC	1076SC	GAS	100	154	ZUID
1076SC	1076SC	ELK	100	2384	ZUID
1076SE	1076SE	GAS	100	765	ZUID
1076SE	1076SE	ELK	100	1368	ZUID
1076SG	1076SG	ELK	100	1826	ZUID
1076SG	1076SG	GAS	100	687	ZUID
1076SH	1076SH	GAS	100	759	ZUID
1076SH	1076SH	ELK	100	2016	ZUID
1076SJ	1076SJ	ELK	100	1380	ZUID
1076SJ	1076SJ	GAS	100	784	ZUID
1076SK	1076SK	ELK	100	1743	ZUID
1076SK	1076SK	GAS	100	734	ZUID
1076SL	1076SL	ELK	100	2065	ZUID
1076SL	1076SL	GAS	100	40	ZUID
1076SM	1076SM	ELK	100	2053	ZUID
1076SM	1076SM	GAS	100	611	ZUID
1076SN	1076SN	GAS	100	1010	ZUID
1076SN	1076SN	ELK	100	1844	ZUID
1076SP	1076SP	GAS	100	1013	ZUID
1076SP	1076SP	ELK	100	1865	ZUID
1076SR	1076SR	GAS	100	986	ZUID
1076SR	1076SR	ELK	100	2193	ZUID
1076ST	1076ST	ELK	100	1570	ZUID
1076ST	1076ST	GAS	100	970	ZUID
1076SV	1076SV	GAS	100	899	ZUID
1076SV	1076SV	ELK	100	1607	ZUID
1076SW	1076SW	ELK	100	5960	ZUID
1076SW	1076SW	GAS	100	1876	ZUID
1076SX	1076SX	ELK	100	1302	ZUID
1076SX	1076SX	GAS	100	444	ZUID
1076SZ	1076TA	GAS	100	1194	ZUID
1076SZ	1076SZ	ELK	100	4799	ZUID
1076TA	1076TA	ELK	100	3861	ZUID
1076TB	1076TB	GAS	100	1047	ZUID
1076TB	1076TB	ELK	100	2560	ZUID
1076TC	1076TC	GAS	100	1124	ZUID
1076TC	1076TC	ELK	100	1712	ZUID
1076TD	1076TD	GAS	100	990	ZUID
1076TD	1076TD	ELK	100	2128	ZUID
1076TE	1076TE	ELK	100	8532	ZUID
1076TE	1076TE	GAS	100	1534	ZUID
1076TG	1076TG	GAS	100	777	ZUID
1076TG	1076TG	ELK	100	2923	ZUID
1076TH	1076TJ	GAS	100	962	ZUID
1076TH	1076TJ	ELK	100	6902	ZUID
1076TK	1076TK	ELK	100	1901	ZUID
1076TK	1076TK	GAS	100	1176	ZUID
1076TL	1076TL	GAS	100	1176	ZUID
1076TL	1076TL	ELK	100	2558	ZUID
1076TM	1076TM	GAS	100	1075	ZUID
1076TM	1076TM	ELK	100	1909	ZUID
1076TN	1076TN	GAS	100	594	ZUID
1076TN	1076TN	ELK	100	1407	ZUID
1076TP	1076TP	ELK	100	1502	ZUID
1076TP	1076TP	GAS	100	787	ZUID
1076TR	1076TR	GAS	100	982	ZUID
1076TR	1076TR	ELK	100	1401	ZUID
1076TS	1076TS	GAS	100	891	ZUID
1076TS	1076TS	ELK	100	1761	ZUID
1076TT	1076TT	GAS	100	1054	ZUID
1076TT	1076TT	ELK	100	3246	ZUID
1076TV	1076TV	GAS	100	633	ZUID
1076TV	1076TV	ELK	100	2103	ZUID
1076TW	1076TW	ELK	100	1567	ZUID
1076TW	1076TW	GAS	100	1117	ZUID
1076TX	1076TX	ELK	100	1832	ZUID
1076TX	1076TX	GAS	100	1201	ZUID
1076TZ	1076TZ	ELK	100	2354	ZUID
1076TZ	1076TZ	GAS	100	1226	ZUID
1076VA	1076VA	ELK	100	1284	ZUID
1076VA	1076VA	GAS	100	704	ZUID
1076VB	1076VB	ELK	100	1647	ZUID
1076VB	1076VB	GAS	100	746	ZUID
1076VC	1076VC	GAS	100	1491	ZUID
1076VC	1076VC	ELK	100	2892	ZUID
1076VD	1076VD	ELK	100	1924	ZUID
1076VD	1076VD	GAS	100	1009	ZUID
1076VE	1076VE	ELK	100	1519	ZUID
1076VE	1076VE	GAS	100	792	ZUID
1076VG	1076VG	ELK	100	1439	ZUID
1076VG	1076VG	GAS	100	567	ZUID
1076VH	1076VH	GAS	100	548	ZUID
1076VH	1076VH	ELK	100	2850	ZUID
1076VJ	1076VJ	ELK	100	1335	ZUID
1076VJ	1076VJ	GAS	100	625	ZUID
1076VK	1076VK	ELK	100	1471	ZUID
1076VK	1076VK	GAS	100	971	ZUID
1076VL	1076VL	GAS	100	959	ZUID
1076VL	1076VL	ELK	100	1215	ZUID
1076VM	1076VM	GAS	100	561	ZUID
1076VM	1076VM	ELK	100	1822	ZUID
1076VN	1076VN	ELK	100	1340	ZUID
1076VN	1076VN	GAS	100	805	ZUID
