MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
	Liander N.V. (NW)	Nicolaas Anslijnstraat	1068WP	1068WP	AMSTERDAM	ELK	KVB	17	100.0	100.0	76	1x25	3089	5.88	0.0	1.1
	GAS Liander	Nicolaas Anslijnstraat	1068WP	1068WP	AMSTERDAM	GAS	KVB	15	100.0	93.33	100	G4	179	0.0	0.0	
	Liander N.V. (NW)	Nicolaas Anslijnstraat	1068WR	1068WR	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	3747	17.65	0.0	1.2
	GAS Liander	Nicolaas Anslijnstraat	1068WR	1068WR	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	73	0.0	0.0	
Liander N.V.	GAS Liander	Nicolaas Anslijnstraat	1068WS	1068WS	AMSTERDAM	GAS	KVB	14	100.0	78.57	93	G4	368	0.0	0.0	
	Liander N.V. (NW)	Nicolaas Anslijnstraat	1068WS	1068WS	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	3835	0.0	0.0	1.0
	GAS Liander	Nicolaas Anslijnstraat	1068WT	1068WT	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	126	0.0	6.25	
	Liander N.V. (NW)	Nicolaas Anslijnstraat	1068WT	1068WT	AMSTERDAM	ELK	KVB	25	100.0	96.0	60	1x25	3706	20.0	8.0	1.2
	GAS Liander	Nicolaas Anslijnstraat	1068WV	1068WV	AMSTERDAM	GAS	KVB	17	100.0	94.12	94	G4	226	0.0	0.0	
	Liander N.V. (NW)	Nicolaas Anslijnstraat	1068WV	1068WV	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	3463	5.88	0.0	1.1
	GAS Liander	Nicolaas Anslijnstraat	1068WX	1068WX	AMSTERDAM	GAS	KVB	14	100.0	100.0	100	G4	94	0.0	0.0	
	Liander N.V. (NW)	Nicolaas Anslijnstraat	1068WX	1068WX	AMSTERDAM	ELK	KVB	16	100.0	100.0	50	1x25	2782	18.75	6.25	1.1
	GAS Liander	Nicolaas Anslijnstraat	1068WZ	1068WZ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	127	0.0	0.0	
	Liander N.V. (NW)	Nicolaas Anslijnstraat	1068WZ	1068WZ	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	2362	5.88	0.0	1.1
Liander N.V.	GAS Liander	Nicolaas Anslijnstraat	1068XA	1068XA	AMSTERDAM	GAS	KVB	11	100.0	72.73	91	G4	46	0.0	0.0	
	Liander N.V. (NW)	Nicolaas Anslijnstraat	1068XA	1068XA	AMSTERDAM	ELK	KVB	26	100.0	92.31	65	1x25	3911	19.23	3.85	1.1
	GAS Liander	Remijden	1068XB	1068XB	AMSTERDAM	GAS	KVB	21	100.0	100.0	95	G4	146	0.0	9.52	
	Liander N.V. (NW)	Remijden	1068XB	1068XB	AMSTERDAM	ELK	KVB	22	100.0	100.0	86	1x25	5526	18.18	13.64	1.1
	Liander N.V. (NW)	Remijden	1068XC	1068XC	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1513	5.0	5.0	1.0
	GAS Liander	Remijden	1068XC	1068XC	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	25	0.0	5.0	
	GAS Liander	Remijden	1068XD	1068XD	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	50	0.0	5.0	
	Liander N.V. (NW)	Remijden	1068XD	1068XD	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1565	5.0	5.0	1.0
	GAS Liander	Remijden	1068XE	1068XE	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	38	0.0	5.0	
	Liander N.V. (NW)	Remijden	1068XE	1068XE	AMSTERDAM	ELK	KVB	20	100.0	100.0	90	1x25	1521	5.0	5.0	1.0
	GAS Liander	Remijden	1068XG	1068XG	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	51	0.0	5.0	
	Liander N.V. (NW)	Remijden	1068XG	1068XG	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1226	5.0	5.0	1.0
	Liander N.V. (NW)	Remijden	1068XH	1068XH	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1436	5.0	5.0	1.0
	GAS Liander	Remijden	1068XH	1068XH	AMSTERDAM	GAS	KVB	20	100.0	95.0	100	G4	29	0.0	5.0	
	GAS Liander	Remijden	1068XJ	1068XJ	AMSTERDAM	GAS	KVB	20	100.0	95.0	100	G4	35	0.0	5.0	
	Liander N.V. (NW)	Remijden	1068XJ	1068XJ	AMSTERDAM	ELK	KVB	20	100.0	100.0	90	1x25	1635	5.0	5.0	1.0
	GAS Liander	Remijden	1068XK	1068XK	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	28	0.0	0.0	
	Liander N.V. (NW)	Remijden	1068XK	1068XK	AMSTERDAM	ELK	KVB	20	100.0	100.0	90	1x25	1730	0.0	0.0	1.0
	Liander N.V. (NW)	Remijden	1068XL	1068XL	AMSTERDAM	ELK	KVB	32	100.0	93.75	84	1x25	742	3.13	3.13	1.0
	GAS Liander	Remijden	1068XL	1068XL	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	22	0.0	5.56	
	GAS Liander	Klarenburg	1068XM	1068XM	AMSTERDAM	GAS	KVB	21	100.0	100.0	100	G4	35	0.0	14.29	
Liander N.V.	Liander N.V. (NW)	Klarenburg	1068XM	1068XM	AMSTERDAM	ELK	KVB	35	100.0	85.71	89	1x25	2433	11.43	14.29	1.0
	Liander N.V. (NW)	Klarenburg	1068XN	1068XN	AMSTERDAM	ELK	KVB	20	100.0	100.0	100	1x25	1498	5.0	5.0	1.0
	GAS Liander	Klarenburg	1068XN	1068XN	AMSTERDAM	GAS	KVB	20	100.0	90.0	100	G4	23	0.0	5.0	
	Liander N.V. (NW)	Klarenburg	1068XP	1068XP	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1491	5.0	5.0	1.0
Liander N.V.	GAS Liander	Klarenburg	1068XP	1068XP	AMSTERDAM	GAS	KVB	22	100.0	81.82	100	G4	93	0.0	4.55	
	GAS Liander	Klarenburg	1068XR	1068XR	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	21	0.0	5.0	
	Liander N.V. (NW)	Klarenburg	1068XR	1068XR	AMSTERDAM	ELK	KVB	20	100.0	95.0	90	1x25	1335	5.0	5.0	1.0
	GAS Liander	Klarenburg	1068XS	1068XS	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	21	0.0	0.0	
	Liander N.V. (NW)	Klarenburg	1068XS	1068XS	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1212	5.0	5.0	1.0
	Liander N.V. (NW)	Klarenburg	1068XT	1068XT	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	2021	15.0	15.0	1.0
	GAS Liander	Klarenburg	1068XT	1068XT	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	47	0.0	15.0	
	Liander N.V. (NW)	Klarenburg	1068XV	1068XV	AMSTERDAM	ELK	KVB	20	100.0	100.0	90	1x25	1399	10.0	10.0	1.0
	GAS Liander	Klarenburg	1068XV	1068XV	AMSTERDAM	GAS	KVB	21	100.0	95.24	100	G4	322	0.0	9.52	
	GAS Liander	Klarenburg	1068XW	1068XW	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	26	0.0	5.0	
	Liander N.V. (NW)	Klarenburg	1068XW	1068XW	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1290	5.0	5.0	1.0
	GAS Liander	Klarenburg	1068XX	1068XX	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	29	0.0	5.0	
	Liander N.V. (NW)	Klarenburg	1068XX	1068XX	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1395	5.0	5.0	1.0
	GAS Liander	Boutenburg	1068XZ	1068XZ	AMSTERDAM	GAS	KVB	20	100.0	95.0	100	G4	42	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Boutenburg	1068XZ	1068XZ	AMSTERDAM	ELK	KVB	32	100.0	78.13	84	1x25	3722	3.13	0.0	1.0
	Liander N.V. (NW)	Boutenburg	1068ZA	1068ZA	AMSTERDAM	ELK	KVB	20	100.0	100.0	90	1x25	1310	0.0	0.0	1.0
	GAS Liander	Boutenburg	1068ZA	1068ZA	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	27	0.0	0.0	
	GAS Liander	Boutenburg	1068ZB	1068ZB	AMSTERDAM	GAS	KVB	20	100.0	95.0	100	G4	36	0.0	5.0	
	Liander N.V. (NW)	Boutenburg	1068ZB	1068ZB	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1611	5.0	5.0	1.0
	GAS Liander	Boutenburg	1068ZC	1068ZC	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	24	0.0	0.0	
	Liander N.V. (NW)	Boutenburg	1068ZC	1068ZC	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1477	0.0	0.0	1.0
	GAS Liander	Boutenburg	1068ZD	1068ZD	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	31	0.0	5.0	
	Liander N.V. (NW)	Boutenburg	1068ZD	1068ZD	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1127	5.0	5.0	1.0
	Liander N.V. (NW)	Boutenburg	1068ZE	1068ZE	AMSTERDAM	ELK	KVB	20	100.0	100.0	85	1x25	1520	5.0	0.0	1.1
	GAS Liander	Boutenburg	1068ZE	1068ZE	AMSTERDAM	GAS	KVB	20	100.0	95.0	100	G4	33	0.0	0.0	
	Liander N.V. (NW)	Boutenburg	1068ZG	1068ZG	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1526	0.0	0.0	1.0
	GAS Liander	Boutenburg	1068ZG	1068ZG	AMSTERDAM	GAS	KVB	20	100.0	90.0	100	G4	38	0.0	0.0	
	GAS Liander	Boutenburg	1068ZH	1068ZH	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	75	0.0	0.0	
	Liander N.V. (NW)	Boutenburg	1068ZH	1068ZH	AMSTERDAM	ELK	KVB	20	100.0	100.0	100	1x25	1386	0.0	0.0	1.0
	GAS Liander	Boutenburg	1068ZJ	1068ZJ	AMSTERDAM	GAS	KVB	20	100.0	90.0	100	G4	25	0.0	0.0	
	Liander N.V. (NW)	Boutenburg	1068ZJ	1068ZJ	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	1566	0.0	0.0	1.0
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZK	1068ZK	AMSTERDAM	ELK	KVB	30	100.0	0.0	100	3x25	1975	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZL	1068ZL	AMSTERDAM	ELK	KVB	29	100.0	0.0	97	3x25	2005	0.0	0.0	
Liander N.V.	GAS Liander	Meer en Vaart	1068ZL	1069AA	AMSTERDAM	GAS	KVB	29	100.0	3.45	93	G4	2575	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZM	1068ZM	AMSTERDAM	ELK	KVB	23	100.0	0.0	100	3x25	1251	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZN	1068ZN	AMSTERDAM	ELK	KVB	30	100.0	0.0	97	3x25	1623	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZP	1068ZP	AMSTERDAM	ELK	KVB	32	100.0	0.0	91	3x25	1405	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZR	1068ZR	AMSTERDAM	ELK	KVB	21	100.0	0.0	100	3x25	1176	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZS	1068ZS	AMSTERDAM	ELK	KVB	28	100.0	0.0	100	3x25	2436	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZT	1068ZT	AMSTERDAM	ELK	KVB	58	100.0	50.0	52	3x25	2723	3.45	0.0	1.0
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZV	1068ZV	AMSTERDAM	ELK	KVB	52	96.15	57.69	58	1x35	2610	1.92	1.92	1.0
Liander N.V.	Liander N.V. (NW)	Meer en Vaart	1068ZW	1068ZW	AMSTERDAM	ELK	KVB	108	100.0	73.15	70	1x35	2787	0.0	0.0	1.0
Liander N.V.	Liander N.V. (NW)	Ookmeerweg	1068ZX	1068ZX	AMSTERDAM	ELK	KVB	85	100.0	72.94	71	1x35	4493	2.35	2.35	1.0
Liander N.V.	Liander N.V. (NW)	Ookmeerweg	1068ZZ	1068ZZ	AMSTERDAM	ELK	KVB	255	99.22	86.27	73	1x35	3051	1.96	1.18	1.0
Liander N.V.	Liander N.V. (NW)	Willemskerkestraat	1069AA	1069AA	AMSTERDAM	ELK	KVB	38	100.0	26.32	89	3x25	1766	26.32	26.32	
Liander N.V.	Liander N.V. (NW)	Willemskerkestraat	1069AB	1069AB	AMSTERDAM	ELK	KVB	29	100.0	68.97	38	1x35	1319	31.03	34.48	1.0
Liander N.V.	GAS Liander	Willemskerkestraat	1069AB	1069AB	AMSTERDAM	GAS	KVB	28	100.0	64.29	100	G4	910	0.0	32.14	
	GAS Liander	Willemskerkestraat	1069AC	1069AC	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	821	0.0	40.74	
	Liander N.V. (NW)	Willemskerkestraat	1069AC	1069AC	AMSTERDAM	ELK	KVB	28	100.0	96.43	57	1x35	1264	57.14	57.14	1.0
	GAS Liander	Willemskerkestraat	1069AD	1069AD	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	1008	0.0	0.0	
	Liander N.V. (NW)	Willemskerkestraat	1069AD	1069AD	AMSTERDAM	ELK	KVB	28	100.0	100.0	96	1x25	1840	0.0	0.0	1.0
	GAS Liander	Reimerswaalstraat	1069AE	1069AE	AMSTERDAM	GAS	KVB	167	100.0	100.0	99	G4	934	0.0	79.64	
	Liander N.V. (NW)	Reimerswaalstraat	1069AE	1069AE	AMSTERDAM	ELK	KVB	174	100.0	99.43	84	1x35	1991	80.46	80.46	1.0
	GAS Liander	Reimerswaalstraat	1069AG	1069AG	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	1074	0.0	72.22	
	Liander N.V. (NW)	Reimerswaalstraat	1069AG	1069AG	AMSTERDAM	ELK	KVB	19	100.0	100.0	95	1x35	2179	68.42	68.42	1.0
	GAS Liander	Reimerswaalstraat	1069AH	1069AH	AMSTERDAM	GAS	KVB	20	100.0	0.0	95	G4	1350	0.0	0.0	
	Liander N.V. (NW)	Reimerswaalstraat	1069AH	1069AH	AMSTERDAM	ELK	KVB	20	100.0	0.0	90	1x25	2450	10.0	0.0	
	Liander N.V. (NW)	Reimerswaalstraat	1069AJ	1069AJ	AMSTERDAM	ELK	KVB	21	100.0	9.52	90	1x25	2555	4.76	0.0	1.5
	GAS Liander	Reimerswaalstraat	1069AJ	1069AJ	AMSTERDAM	GAS	KVB	20	100.0	10.0	95	G4	1011	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Reimerswaalstraat	1069AK	1069AK	AMSTERDAM	ELK	KVB	27	100.0	0.0	100	3x25	995	0.0	0.0	
Liander N.V.	GAS Liander	Reimerswaalstraat	1069AK	1069AK	AMSTERDAM	GAS	KVB	27	100.0	0.0	100	G4	549	0.0	0.0	
Liander N.V.	GAS Liander	Reimerswaalstraat	1069AL	1069AL	AMSTERDAM	GAS	KVB	28	100.0	0.0	68	G4	558	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Reimerswaalstraat	1069AL	1069AL	AMSTERDAM	ELK	KVB	86	100.0	66.28	58	3x25	3200	54.65	54.65	1.0
Liander N.V.	GAS Liander	Reimerswaalstraat	1069AM	1069AM	AMSTERDAM	GAS	KVB	27	100.0	0.0	96	G6	310	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Reimerswaalstraat	1069AM	1069AM	AMSTERDAM	ELK	KVB	27	100.0	0.0	100	3x25	1147	0.0	0.0	
Liander N.V.	GAS Liander	Steelvlietstraat	1069AR	1069AR	AMSTERDAM	GAS	KVB	27	100.0	0.0	100	G4	470	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Steelvlietstraat	1069AR	1069AR	AMSTERDAM	ELK	KVB	27	100.0	0.0	100	3x25	766	0.0	0.0	
Liander N.V.	GAS Liander	Steelvlietstraat	1069AS	1069AS	AMSTERDAM	GAS	KVB	27	100.0	0.0	70	G4	434	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Steelvlietstraat	1069AS	1069AS	AMSTERDAM	ELK	KVB	28	100.0	0.0	100	3x25	1242	0.0	0.0	
Liander N.V.	GAS Liander	Steelvlietstraat	1069AT	1069AT	AMSTERDAM	GAS	KVB	180	100.0	20.0	84	G4	744	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Steelvlietstraat	1069AT	1069AT	AMSTERDAM	ELK	KVB	246	100.0	39.43	64	1x25	2215	23.58	22.76	1.0
	Liander N.V. (NW)	Steelvlietstraat	1069AV	1069BB	AMSTERDAM	ELK	KVB	26	100.0	100.0	100	1x25	1391	3.85	3.85	1.0
	GAS Liander	Schoonboomstraat	1069BB	1069BB	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	938	0.0	5.56	
	GAS Liander	Schoonboomstraat	1069BC	1069BC	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	850	0.0	50.0	
	Liander N.V. (NW)	Schoonboomstraat	1069BC	1069BC	AMSTERDAM	ELK	KVB	18	100.0	100.0	50	1x25	1652	50.0	50.0	1.0
	Liander N.V. (NW)	Schoonboomstraat	1069BD	1069BD	AMSTERDAM	ELK	KVB	28	100.0	96.43	68	1x25	1845	35.71	32.14	1.0
	GAS Liander	Schoonboomstraat	1069BD	1069BD	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	466	0.0	33.33	
Liander N.V.	Liander N.V. (NW)	Schoonboomstraat	1069BE	1069BE	AMSTERDAM	ELK	KVB	29	100.0	93.1	93	1x25	1887	3.45	3.45	1.0
	GAS Liander	Schoonboomstraat	1069BE	1069BE	AMSTERDAM	GAS	KVB	27	100.0	96.3	100	G4	537	0.0	3.7	
	GAS Liander	Schoonboomstraat	1069BG	1069BG	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	380	0.0	0.0	
	Liander N.V. (NW)	Schoonboomstraat	1069BG	1069BG	AMSTERDAM	ELK	KVB	28	100.0	100.0	96	1x25	2134	3.57	3.57	1.0
	Liander N.V. (NW)	Schoonboomstraat	1069BH	1069BH	AMSTERDAM	ELK	KVB	23	100.0	95.65	100	1x25	1654	0.0	0.0	1.0
	GAS Liander	Schoonboomstraat	1069BH	1069BH	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	1072	0.0	0.0	
	Liander N.V. (NW)	Schoonboomstraat	1069BJ	1069BJ	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	3609	5.0	5.0	1.0
	GAS Liander	Schoonboomstraat	1069BJ	1069BJ	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	1018	0.0	0.0	
	GAS Liander	Schoonboomstraat	1069BK	1069BK	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	885	0.0	18.52	
	Liander N.V. (NW)	Schoonboomstraat	1069BK	1069BK	AMSTERDAM	ELK	KVB	27	100.0	100.0	67	1x25	1940	18.52	18.52	1.0
	GAS Liander	Schoonboomstraat	1069BL	1069BL	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	910	0.0	11.11	
	Liander N.V. (NW)	Schoonboomstraat	1069BL	1069BL	AMSTERDAM	ELK	KVB	28	100.0	100.0	61	1x25	2302	14.29	14.29	1.0
	GAS Liander	Schoonboomstraat	1069BM	1069BM	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	797	0.0	0.0	
	Liander N.V. (NW)	Schoonboomstraat	1069BM	1069BM	AMSTERDAM	ELK	KVB	27	100.0	100.0	100	1x25	2469	0.0	0.0	1.0
	Liander N.V. (NW)	Zonzeelstraat	1069BN	1069BN	AMSTERDAM	ELK	KVB	18	100.0	100.0	50	1x25	2035	55.56	55.56	1.0
	GAS Liander	Zonzeelstraat	1069BN	1069BN	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	971	0.0	50.0	
	Liander N.V. (NW)	Zonzeelstraat	1069BP	1069BP	AMSTERDAM	ELK	KVB	19	100.0	100.0	100	1x25	2449	5.26	5.26	1.0
	GAS Liander	Zonzeelstraat	1069BP	1069BP	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	1218	0.0	5.56	
	Liander N.V. (NW)	Saaftingestraat	1069BR	1069BR	AMSTERDAM	ELK	KVB	27	100.0	100.0	67	1x35	2567	66.67	66.67	1.0
	GAS Liander	Saaftingestraat	1069BR	1069BR	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	794	0.0	66.67	
	Liander N.V. (NW)	Saaftingestraat	1069BS	1069BS	AMSTERDAM	ELK	KVB	28	100.0	100.0	100	1x35	2606	100.0	100.0	
	GAS Liander	Saaftingestraat	1069BS	1069BS	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	950	0.0	100.0	
	Liander N.V. (NW)	Saaftingestraat	1069BT	1069BT	AMSTERDAM	ELK	KVB	27	100.0	100.0	100	1x35	1918	100.0	100.0	
	GAS Liander	Saaftingestraat	1069BT	1069BT	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	769	0.0	100.0	
	GAS Liander	Saaftingestraat	1069BV	1069BV	AMSTERDAM	GAS	KVB	27	100.0	100.0	100	G4	732	0.0	100.0	
	Liander N.V. (NW)	Saaftingestraat	1069BV	1069BV	AMSTERDAM	ELK	KVB	28	100.0	100.0	100	1x35	2047	100.0	100.0	
Liander N.V.	Liander N.V. (NW)	Saaftingestraat	1069BW	1069BX	AMSTERDAM	ELK	KVB	118	100.0	96.61	88	1x35	3724	72.03	68.64	1.1
	GAS Liander	Saaftingestraat	1069BW	1069BX	AMSTERDAM	GAS	KVB	111	100.0	100.0	99	G4	996	0.0	72.07	
	GAS Liander	Jan Rebelstraat	1069BZ	1069CC	AMSTERDAM	GAS	KVB	45	100.0	91.11	64	G4	3111	0.0	24.44	
Liander N.V.	Liander N.V. (NW)	Jan Rebelstraat	1069BZ	1069CC	AMSTERDAM	ELK	KVB	49	100.0	85.71	73	3x25	8208	53.06	22.45	1.5
	GAS Liander	Keurenplein	1069CD	1069CD	AMSTERDAM	GAS	KVB	31	100.0	80.65	74	G4	3066	0.0	3.23	
Liander N.V.	Liander N.V. (NW)	Keurenplein	1069CD	1069CD	AMSTERDAM	ELK	KVB	33	100.0	72.73	76	3x25	11948	15.15	3.03	1.1
	GAS Liander	Zuidermolenweg	1069CE	1069CE	AMSTERDAM	GAS	KVB	13	100.0	76.92	77	G4	3876	0.0	23.08	
Liander N.V.	Liander N.V. (NW)	Zuidermolenweg	1069CE	1069CE	AMSTERDAM	ELK	KVB	14	100.0	57.14	64	3x25	9671	35.71	21.43	1.3
	GAS Liander	Zuidermolenweg	1069CG	1069CG	AMSTERDAM	GAS	KVB	12	100.0	41.67	42	G4	4440	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Zuidermolenweg	1069CG	1069CG	AMSTERDAM	ELK	KVB	14	100.0	14.29	36	3x25	13702	42.86	0.0	2.0
Liander N.V.	Liander N.V. (NW)	Wolbrantskerkweg	1069CH	1069CH	AMSTERDAM	ELK	KVB	24	100.0	4.17	96	3x25	1166	0.0	4.17	
Liander N.V.	GAS Liander	Wolbrantskerkweg	1069CJ	1069CW	AMSTERDAM	GAS	KVB	51	100.0	94.12	94	G4	764	0.0	94.12	
Liander N.V.	Liander N.V. (NW)	Wolbrantskerkweg	1069CJ	1069CJ	AMSTERDAM	ELK	KVB	22	100.0	0.0	95	3x25	1371	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Wolbrantskerkweg	1069CK	1069CK	AMSTERDAM	ELK	KVB	22	100.0	0.0	95	3x25	1296	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Wolbrantskerkweg	1069CL	1069CL	AMSTERDAM	ELK	KVB	178	100.0	85.96	76	1x35	3037	62.36	62.36	1.0
	Liander N.V. (NW)	Wolbrantskerkweg	1069CW	1069CW	AMSTERDAM	ELK	KVB	51	100.0	100.0	98	1x35	1439	98.04	100.0	
	Liander N.V. (NW)	Wolbrantskerkweg	1069CX	1069CX	AMSTERDAM	ELK	KVB	24	100.0	100.0	71	1x35	2108	95.83	100.0	
	GAS Liander	Wolbrantskerkweg	1069CX	1069CX	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1152	0.0	100.0	
	GAS Liander	Wolbrantskerkweg	1069CZ	1069CZ	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1338	0.0	100.0	
	Liander N.V. (NW)	Wolbrantskerkweg	1069CZ	1069CZ	AMSTERDAM	ELK	KVB	25	100.0	100.0	100	1x35	2056	100.0	100.0	
	GAS Liander	Wolbrantskerkweg	1069DA	1069DA	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1142	0.0	5.26	
Liander N.V.	Liander N.V. (NW)	Wolbrantskerkweg	1069DA	1069DA	AMSTERDAM	ELK	KVB	285	100.0	90.88	80	1x35	4255	60.35	60.7	1.0
	GAS Liander	Wolbrantskerkweg	1069DG	1069DG	AMSTERDAM	GAS	KVB	35	100.0	100.0	100	G4	929	0.0	28.57	
Liander N.V.	Liander N.V. (NW)	Wolbrantskerkweg	1069DG	1069DG	AMSTERDAM	ELK	KVB	37	100.0	97.3	89	1x25	2447	29.73	27.03	1.0
	GAS Liander	Emmikhovenstraat	1069DH	1069DH	AMSTERDAM	GAS	KVB	31	100.0	93.55	97	G4	881	0.0	25.81	
	Liander N.V. (NW)	Emmikhovenstraat	1069DH	1069DH	AMSTERDAM	ELK	KVB	33	100.0	93.94	55	1x25	3352	33.33	27.27	1.1
	Liander N.V. (NW)	Emmikhovenstraat	1069DJ	1069DJ	AMSTERDAM	ELK	KVB	28	100.0	92.86	61	1x25	1583	21.43	17.86	1.0
	GAS Liander	Emmikhovenstraat	1069DJ	1069DJ	AMSTERDAM	GAS	KVB	28	100.0	92.86	96	G4	881	0.0	17.86	
	Liander N.V. (NW)	Emmikhovenstraat	1069DK	1069DK	AMSTERDAM	ELK	KVB	23	100.0	100.0	96	1x25	2652	4.35	4.35	1.0
	GAS Liander	Emmikhovenstraat	1069DK	1069DK	AMSTERDAM	GAS	KVB	22	100.0	100.0	100	G4	788	0.0	0.0	
	GAS Liander	Emmikhovenstraat	1069DL	1069DL	AMSTERDAM	GAS	KVB	22	100.0	100.0	100	G4	858	0.0	0.0	
	Liander N.V. (NW)	Emmikhovenstraat	1069DL	1069DL	AMSTERDAM	ELK	KVB	23	100.0	100.0	91	1x25	2540	4.35	0.0	1.0
Liander N.V.	Liander N.V. (NW)	Tussen Meer	1069DM	1069DM	AMSTERDAM	ELK	KVB	50	100.0	84.0	76	1x25	4251	8.0	2.0	1.0
	GAS Liander	Tussen Meer	1069DM	1069DM	AMSTERDAM	GAS	KVB	40	100.0	100.0	98	G4	712	0.0	0.0	
	GAS Liander	Tussen Meer	1069DN	1069DN	AMSTERDAM	GAS	KVB	13	100.0	92.31	69	G4	3388	0.0	23.08	
