MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
	Liander N.V. (NW)	Cabotstraat	1057	1057	ELK	KVB	41	100	97,56	56	1x25	1635	14,63	12,2	1	WEST
	GAS Liander	Cabotstraat	1057	1057	GAS	KVB	35	100	100	91	G4	1309	0	14,29		WEST
	Liander N.V. (NW)	Cabotstraat	1057	1057	ELK	KVB	41	100	100	51	1x25	1637	7,32	4,88	1	WEST
	GAS Liander	Cabotstraat	1057	1057	GAS	KVB	36	100	100	100	G4	1080	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Balboastraat	1057	1057	ELK	KVB	68	100	95,59	69	1x35	3461	8,82	1,47	1,1	WEST
	GAS Liander	Balboastraat	1057	1057	GAS	KVB	61	100	100	95	G4	1700	0	1,64		WEST
	GAS Liander	Balboastraat	1057	1057	GAS	KVB	21	100	95,24	95	G4	899	0	0		WEST
	Liander N.V. (NW)	Balboastraat	1057	1057	ELK	KVB	30	100	90	50	1x25	1954	6,67	3,33	1	WEST
	GAS Liander	Balboastraat	1057	1057	GAS	KVB	28	100	96,43	100	G4	702	0	7,14		WEST
	Liander N.V. (NW)	Balboastraat	1057	1057	ELK	KVB	31	100	96,77	71	1x25	1264	6,45	6,45	1	WEST
Liander N.V.	Liander N.V. (NW)	Balboastraat	1057	1057	ELK	KVB	52	100	92,31	42	1x25	4227	9,62	1,92	1,1	WEST
Liander N.V.	GAS Liander	Balboastraat	1057	1057	GAS	KVB	31	100	90,32	90	G4	1924	0	0		WEST
	GAS Liander	Balboastraat	1057	1057	GAS	KVB	47	100	100	100	G4	875	0	0		WEST
	Liander N.V. (NW)	Balboastraat	1057	1057	ELK	KVB	52	100	100	83	1x25	1472	0	0	1	WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	18	100	100	72	1x25	1355	5,56	5,56	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	18	100	100	100	G4	712	0	5,56		WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	20	100	100	100	G4	940	0	0		WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	21	100	100	100	1x25	1586	4,76	4,76	1	WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	19	100	100	84	1x25	2083	0	0	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	19	100	100	100	G4	830	0	0		WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	32	100	100	63	1x25	1820	0	0	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	31	100	100	100	G4	1068	0	0		WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	30	100	100	100	G4	1100	0	0		WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	35	100	100	69	1x25	1679	2,86	2,86	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	25	100	100	100	G4	1341	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	27	100	96,3	52	1x25	1972	0	0	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	28	100	100	100	G4	1135	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	33	100	96,97	82	1x25	3210	0	0	1	WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	36	100	97,22	78	1x25	1305	5,56	5,56	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	28	100	100	100	G4	928	0	0		WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	38	100	97,37	100	G4	841	0	5,26		WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	48	100	100	83	1x25	1375	10,42	6,25	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	16	100	100	100	G4	844	0	12,5		WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	16	100	100	88	1x25	1664	12,5	12,5	1	WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	21	100	100	95	1x25	1632	9,52	9,52	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	20	100	100	100	G4	841	0	5		WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	23	100	95,65	100	G4	1095	0	0		WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	23	100	95,65	100	1x25	2230	0	0	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	35	100	94,29	100	G4	1008	0	11,43		WEST
	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	40	100	92,5	90	1x25	1927	10	10	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	24	100	95,83	96	G4	1084	0	8,33		WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	27	100	88,89	70	1x35	1802	7,41	7,41	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	24	100	100	96	G4	1094	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	29	100	89,66	69	1x25	1725	6,9	3,45	1	WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	35	100	91,43	54	1x25	1857	0	0	1	WEST
Liander N.V.	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	32	100	93,75	97	G4	1031	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	18	100	83,33	50	1x25	2703	5,56	0	1,1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	13	100	100	100	G4	905	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	49	100	83,67	65	1x25	1533	4,08	2,04	1	WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	40	100	97,5	100	G4	878	0	2,5		WEST
	GAS Liander	Marco Polostraat	1057	1057	GAS	KVB	38	100	100	97	G4	910	0	2,63		WEST
Liander N.V.	Liander N.V. (NW)	Marco Polostraat	1057	1057	ELK	KVB	46	100	89,13	74	1x25	1653	2,17	2,17	1	WEST
	GAS Liander	Van Brakelstraat	1057	1057	GAS	KVB	22	100	100	95	G4	1090	0	45,45		WEST
	Liander N.V. (NW)	Van Brakelstraat	1057	1057	ELK	KVB	23	100	100	65	1x25	1943	47,83	47,83	1	WEST
	Liander N.V. (NW)	Van Brakelstraat	1057	1057	ELK	KVB	25	100	100	40	1x35	1988	20	20	1	WEST
	GAS Liander	Van Brakelstraat	1057	1057	GAS	KVB	23	100	100	100	G4	1033	0	21,74		WEST
Liander N.V.	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	42	100	95,24	95	G4	745	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	66	100	63,64	61	1x35	2782	3,03	0	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	22	100	100	95	G4	1251	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	23	100	95,65	91	1x25	2230	4,35	0	1	WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	27	100	100	93	1x25	2245	0	0	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	25	100	100	100	G4	1059	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	25	100	100	100	1x25	3606	0	0	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	92	G4	1092	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	27	100	92,59	93	1x25	2211	0	0	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	88	G4	1143	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	24	100	100	100	1x25	2452	0	0	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	100	G4	1157	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	27	100	96,3	89	1x25	3435	3,7	3,7	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	100	G4	1187	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	19	100	84,21	79	1x25	1654	0	0	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	16	100	100	94	G4	971	0	0		WEST
Liander N.V.	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	70	100	62,86	63	G4	1010	0	4,29		WEST
Liander N.V.	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	76	100	60,53	50	1x35	3411	10,53	6,58	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	20	100	100	95	G4	1283	0	15		WEST
Liander N.V.	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	24	100	91,67	67	1x25	2307	12,5	12,5	1	WEST
Liander N.V.	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	95,83	92	G4	1356	0	4,17		WEST
Liander N.V.	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	28	89,29	89,29	68	1x25	2312	7,14	3,57	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	22	100	95,45	95	G4	1148	0	22,73		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	24	100	91,67	46	1x35	2912	25	25	1,1	WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	25	100	100	48	1x25	3259	8	0	1,1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	21	100	100	100	G4	1287	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	20	100	95	80	1x25	2233	15	0	1,2	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	18	100	94,44	83	G4	1480	0	0		WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	96	G4	1152	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	26	100	96,15	88	1x25	2013	0	0	1	WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	16	100	100	100	1x25	2604	6,25	6,25	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	15	100	100	100	G4	1149	0	6,67		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	24	100	87,5	75	1x25	4419	12,5	4,17	1,1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	22	100	90,91	95	G4	1192	0	4,55		WEST
Liander N.V.	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	26	100	76,92	69	1x25	1902	7,69	0	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	23	100	86,96	91	G4	936	0	0		WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	96	G4	990	0	0		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	26	100	92,31	85	1x25	2057	3,85	0	1	WEST
Liander N.V.	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	26	100	96,15	92	1x25	2120	7,69	7,69	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	100	G4	1024	0	8,33		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	25	100	100	96	1x25	2174	0	0	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	96	G4	1024	0	0		WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	24	100	100	100	G4	1005	0	8,33		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	27	100	96,3	89	1x25	2000	11,11	7,41	1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	29	100	100	83	G4	1515	0	6,9		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	36	100	88,89	67	1x25	3326	30,56	5,56	1,3	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	37	100	97,3	100	G4	1045	0	10,81		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	40	100	97,5	60	1x25	2897	17,5	10	1,1	WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	38	94,74	97,37	63	1x35	2070	5,26	2,63	1,1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	33	100	100	100	G4	1219	0	3,03		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	30	100	93,33	40	1x25	2500	23,33	16,67	1,1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	25	100	100	92	G4	1281	0	20		WEST
	Liander N.V. (NW)	Witte de Withstraat	1057	1057	ELK	KVB	32	100	100	59	1x25	3167	12,5	3,13	1,1	WEST
	GAS Liander	Witte de Withstraat	1057	1057	GAS	KVB	29	100	100	97	G4	1113	0	3,45		WEST
Liander N.V.	GAS Liander	Lodewijk Boisotstraat	1057	1057	GAS	KVB	61	100	39,34	57	G6	996	0	1,64		WEST
Liander N.V.	Liander N.V. (NW)	Lodewijk Boisotstraat	1057	1057	ELK	KVB	64	100	37,5	64	3x25	2483	3,13	1,56	1	WEST
	Liander N.V. (NW)	Lodewijk Boisotstraat	1057	1057	ELK	KVB	29	100	100	48	1x35	1966	20,69	17,24	1	WEST
	GAS Liander	Lodewijk Boisotstraat	1057	1057	GAS	KVB	24	100	100	96	G4	1033	0	16,67		WEST
	Liander N.V. (NW)	Lodewijk Boisotstraat	1057	1057	ELK	KVB	26	100	96,15	62	1x25	1582	3,85	3,85	1	WEST
	GAS Liander	Lodewijk Boisotstraat	1057	1057	GAS	KVB	25	100	92	96	G4	1002	0	4		WEST
	GAS Liander	Filips van Almondestraat	1057	1057	GAS	KVB	27	100	100	96	G4	900	0	37,04		WEST
	Liander N.V. (NW)	Filips van Almondestraat	1057	1057	ELK	KVB	30	100	96,67	47	1x25	1778	40	36,67	1,1	WEST
	GAS Liander	Filips van Almondestraat	1057	1057	GAS	KVB	24	100	100	100	G4	804	0	33,33		WEST
Liander N.V.	Liander N.V. (NW)	Filips van Almondestraat	1057	1057	ELK	KVB	32	100	96,88	75	1x25	1902	31,25	31,25	1	WEST
	GAS Liander	Filips van Almondestraat	1057	1057	GAS	KVB	26	100	96,15	100	G4	1021	0	15,38		WEST
Liander N.V.	Liander N.V. (NW)	Filips van Almondestraat	1057	1057	ELK	KVB	29	100	96,55	59	1x35	2588	17,24	13,79	1	WEST
	GAS Liander	Filips van Almondestraat	1057	1057	GAS	KVB	25	100	100	96	G4	843	0	28		WEST
	Liander N.V. (NW)	Filips van Almondestraat	1057	1057	ELK	KVB	29	100	96,55	55	1x25	1562	31,03	31,03	1	WEST
	GAS Liander	Jan van Riebeekstraat	1057	1057	GAS	KVB	37	100	97,3	97	G4	1728	0	45,95		WEST
Liander N.V.	Liander N.V. (NW)	Jan van Riebeekstraat	1057	1057	ELK	KVB	42	100	95,24	64	1x25	2647	45,24	45,24	1	WEST
	Liander N.V. (NW)	Jan van Riebeekstraat	1057	1057	ELK	KVB	31	100	96,77	65	1x25	2340	32,26	29,03	1	WEST
	GAS Liander	Jan van Riebeekstraat	1057	1057	GAS	KVB	28	100	100	100	G4	999	0	28,57		WEST
	GAS Liander	Jan van Riebeekstraat	1057	1057	GAS	KVB	27	100	100	100	G4	885	0	51,85		WEST
	Liander N.V. (NW)	Jan van Riebeekstraat	1057	1057	ELK	KVB	31	100	100	68	1x25	1476	54,84	51,61	1,1	WEST
Liander N.V.	Liander N.V. (NW)	Baarsjesweg	1058	1058	ELK	KVB	55	100	94,55	82	1x25	3539	14,55	3,64	1,1	WEST
	GAS Liander	Baarsjesweg	1058	1058	GAS	KVB	48	100	100	100	G4	1150	0	2,08		WEST
	GAS Liander	Baarsjesweg	1058	1058	GAS	KVB	47	100	100	96	G4	1250	0	2,13		WEST
	Liander N.V. (NW)	Baarsjesweg	1058	1058	ELK	KVB	50	100	100	90	1x25	2193	4	2	1	WEST
Liander N.V.	Liander N.V. (NW)	Baarsjesweg	1058	1058	ELK	KVB	28	100	96,43	46	1x35	2261	39,29	32,14	1,2	WEST
	GAS Liander	Baarsjesweg	1058	1058	GAS	KVB	24	100	91,67	92	G4	1188	0	20,83		WEST
	GAS Liander	Baarsjesweg	1058	1058	GAS	KVB	48	100	95,83	92	G4	1409	0	37,5		WEST
	Liander N.V. (NW)	Baarsjesweg	1058	1058	ELK	KVB	54	100	94,44	37	1x25	3988	38,89	33,33	1,1	WEST
Liander N.V.	Liander N.V. (NW)	Baarsjesweg	1058	1058	ELK	KVB	40	100	95	73	1x25	2735	7,5	2,5	1,1	WEST
Liander N.V.	GAS Liander	Baarsjesweg	1058	1058	GAS	KVB	34	100	97,06	82	G4	1182	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Baarsjesweg	1058	1058	ELK	KVB	47	100	95,74	64	1x25	3163	10,64	6,38	1	WEST
	GAS Liander	Baarsjesweg	1058	1058	GAS	KVB	41	100	92,68	88	G4	1060	0	4,88		WEST
	GAS Liander	Baarsjesweg	1058	1058	GAS	KVB	37	100	94,59	86	G4	1957	0	62,16		WEST
Liander N.V.	Liander N.V. (NW)	Baarsjesweg	1058	1058	ELK	KVB	39	89,74	89,74	79	1x35	4545	64,1	58,97	1,5	WEST
	Liander N.V. (NW)	Stuyvesantstraat	1058	1058	ELK	KVB	53	100	100	57	1x25	1259	35,85	33,96	1	WEST
	GAS Liander	Stuyvesantstraat	1058	1058	GAS	KVB	50	100	100	100	G4	890	0	36		WEST
Liander N.V.	Liander N.V. (NW)	Stuyvesantstraat	1058	1058	ELK	KVB	61	100	96,72	90	1x25	1489	1,64	1,64	1	WEST
Liander N.V.	GAS Liander	Stuyvesantstraat	1058	1058	GAS	KVB	56	100	98,21	98	G4	959	0	1,79		WEST
	GAS Liander	Stuyvesantstraat	1058	1058	GAS	KVB	51	100	100	96	G4	984	0	7,84		WEST
	Liander N.V. (NW)	Stuyvesantstraat	1058	1058	ELK	KVB	56	100	98,21	88	1x25	1562	8,93	8,93	1	WEST
	Liander N.V. (NW)	Stuyvesantstraat	1058	1058	ELK	KVB	60	100	98,33	62	1x35	2059	26,67	21,67	1,1	WEST
	GAS Liander	Stuyvesantstraat	1058	1058	GAS	KVB	53	100	94,34	94	G4	947	0	24,53		WEST
	GAS Liander	Paramaribostraat	1058	1058	GAS	KVB	33	100	100	100	G4	1190	0	57,58		WEST
	Liander N.V. (NW)	Paramaribostraat	1058	1058	ELK	KVB	38	100	100	63	1x35	2515	55,26	55,26	1	WEST
	Liander N.V. (NW)	Paramariboplein	1058	1058	ELK	KVB	32	100	96,88	69	1x25	2086	3,13	0	1	WEST
	GAS Liander	Paramariboplein	1058	1058	GAS	KVB	28	100	100	71	G4	1256	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Paramariboplein	1058	1058	ELK	KVB	39	100	97,44	79	1x25	1826	12,82	10,26	1	WEST
	GAS Liander	Paramariboplein	1058	1058	GAS	KVB	32	100	100	94	G4	1141	0	12,5		WEST
	Liander N.V. (NW)	Paramariboplein	1058	1058	ELK	KVB	35	100	94,29	74	1x25	2041	11,43	8,57	1	WEST
	GAS Liander	Paramariboplein	1058	1058	GAS	KVB	32	100	96,88	97	G4	1233	0	9,38		WEST
Liander N.V.	Liander N.V. (NW)	Paramariboplein	1058	1058	ELK	KVB	33	100	96,97	67	1x25	2344	3,03	3,03	1	WEST
	GAS Liander	Paramariboplein	1058	1058	GAS	KVB	31	100	100	90	G4	1142	0	3,23		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	29	96,55	89,66	55	1x25	2999	20,69	3,45	1,2	WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	25	100	100	56	G4	919	0	4		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	28	92,86	96,43	43	3x25	2981	35,71	28,57	1,2	WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	26	100	100	85	G4	1986	0	30,77		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	30	100	93,33	53	1x25	2857	46,67	33,33	1,2	WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	30	100	93,33	83	G4	1119	0	30		WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	25	100	100	96	G4	1272	0	0		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	29	100	100	79	1x25	2069	6,9	0	1,1	WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	31	100	100	100	G4	950	0	3,23		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	32	100	100	94	1x25	1960	3,13	3,13	1	WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	32	100	100	100	G4	942	0	0		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	34	100	97,06	97	1x25	1657	0	0	1	WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	22	100	100	64	G6	2121	0	9,09		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	25	100	92	40	1x25	3561	20	8	1,2	WEST
Liander N.V.	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	27	100	85,19	48	3x25	3610	37,04	14,81	1,3	WEST
Liander N.V.	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	23	100	95,65	52	G4	2161	0	17,39		WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	58	100	100	86	G4	1081	0	1,72		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	64	100	100	70	1x25	2235	9,38	1,56	1,1	WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	47	100	51,06	98	G4	930	0	51,06		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	56	100	50	55	3x25	2645	53,57	48,21	1	WEST
	GAS Liander	Hoofdweg	1058	1058	GAS	KVB	40	100	50	95	G4	1070	0	50		WEST
	Liander N.V. (NW)	Hoofdweg	1058	1058	ELK	KVB	49	100	46,94	53	3x25	3089	55,1	44,9	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	20	100	100	85	G4	1136	0	0		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	24	100	100	79	1x25	2534	0	0	1	WEST
Liander N.V.	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	27	100	96,3	67	1x25	1621	29,63	29,63	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	23	100	100	100	G4	1147	0	30,43		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	25	96	100	68	1x35	2317	28	32	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	100	G4	1044	0	33,33		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	26	100	100	81	1x25	1501	19,23	15,38	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	96	G4	1062	0	16,67		WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	100	G4	839	0	0		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	27	100	100	67	1x25	1385	3,7	0	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	100	G4	823	0	0		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	25	100	100	80	1x25	1753	4	0	1	WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	23	100	100	96	1x25	1844	8,7	4,35	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	21	100	100	100	G4	1078	0	0		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	32	100	96,88	66	1x25	1991	34,38	31,25	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	28	100	100	93	G4	1098	0	35,71		WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	88	G4	1022	0	29,17		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	26	100	100	50	1x25	1735	26,92	26,92	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	92	G4	1041	0	16,67		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	25	100	100	48	1x35	1541	16	16	1	WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	35	100	100	77	1x25	2498	2,86	0	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	100	G4	925	0	4,17		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	27	92,59	96,3	100	1x25	1449	7,41	3,7	1	WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	31	100	100	87	1x25	1551	9,68	9,68	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	28	100	100	100	G4	1060	0	10,71		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	31	100	100	81	1x25	2042	12,9	12,9	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	28	100	100	100	G4	825	0	14,29		WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	100	G4	942	0	20,83		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	24	95,83	100	83	1x25	1850	20,83	20,83	1	WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	25	100	100	100	1x25	1891	0	0	1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	100	G4	1022	0	0		WEST
	Liander N.V. (NW)	Curacaostraat	1058	1058	ELK	KVB	24	100	100	88	1x25	1842	12,5	4,17	1,1	WEST
	GAS Liander	Curacaostraat	1058	1058	GAS	KVB	24	100	100	96	G4	1027	0	4,17		WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	96	G4	1042	0	0		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	27	100	96,3	81	1x25	1537	0	0	1	WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	27	100	100	52	1x25	1964	48,15	48,15	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	100	G4	851	0	33,33		WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	96	G4	925	0	25		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	28	100	100	61	1x35	1789	25	25	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	96	G4	920	0	16,67		WEST
