MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	24	100	100	67	1x25	1792	16,67	16,67	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	27	100	100	100	G4	930	0	0		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	32	100	100	75	1x25	1683	0	0	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	32	100	100	100	G4	940	0	21,88		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	39	100	89,74	59	1x25	1754	20,51	17,95	1,1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	100	G4	1189	0	33,33		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	29	100	100	52	1x25	1614	31,03	31,03	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	96	G4	1020	0	50		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	27	100	100	56	1x25	2232	48,15	48,15	1	WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	27	100	100	100	1x25	1673	3,7	0	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	100	G4	993	0	0		WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	28	100	100	100	G4	1004	0	0		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	32	100	100	53	1x25	1629	0	0	1	WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	28	100	100	68	1x25	1474	3,57	3,57	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	96	G4	917	0	4,17		WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	100	G4	1029	0	0		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	26	100	100	100	1x25	1785	3,85	0	1	WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	26	100	100	100	1x25	1773	3,85	0	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	100	G4	840	0	0		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	28	100	100	96	1x25	1757	0	0	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	92	G4	1083	0	0		WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	100	G4	861	0	50		WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	25	100	100	52	1x25	1908	48	48	1	WEST
	Liander N.V. (NW)	Van Walbeeckstraat	1058	1058	ELK	KVB	27	100	100	81	1x25	1906	0	0	1	WEST
	GAS Liander	Van Walbeeckstraat	1058	1058	GAS	KVB	24	100	100	100	G4	1036	0	0		WEST
	GAS Liander	Corantijnstraat	1058	1058	GAS	KVB	18	100	94,44	94	G4	1899	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Corantijnstraat	1058	1058	ELK	KVB	22	100	90,91	45	1x35	3028	18,18	0	1,1	WEST
	GAS Liander	Corantijnstraat	1058	1058	GAS	KVB	23	100	100	91	G4	1094	0	0		WEST
	Liander N.V. (NW)	Corantijnstraat	1058	1058	ELK	KVB	27	100	100	78	1x25	1519	3,7	0	1,1	WEST
	GAS Liander	Corantijnstraat	1058	1058	GAS	KVB	21	100	100	95	G4	979	0	19,05		WEST
	Liander N.V. (NW)	Corantijnstraat	1058	1058	ELK	KVB	26	100	100	73	1x35	1615	15,38	15,38	1	WEST
	GAS Liander	Corantijnstraat	1058	1058	GAS	KVB	36	100	100	97	G4	1837	0	5,56		WEST
	Liander N.V. (NW)	Corantijnstraat	1058	1058	ELK	KVB	40	95	92,5	83	1x25	2547	10	7,5	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	54	100	100	100	G4	893	0	1,85		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	61	100	100	92	1x25	1501	1,64	1,64	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	48	100	100	100	G4	927	0	2,08		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	56	100	92,86	96	1x25	1320	3,57	1,79	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	37	100	89,19	100	G4	995	0	10,81		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	41	100	87,8	78	1x25	1987	17,07	12,2	1	WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	23	100	95,65	74	1x25	1445	0	0	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	20	100	100	100	G4	933	0	0		WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	32	100	96,88	100	G4	915	0	18,75		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	37	100	91,89	68	1x25	1723	16,22	16,22	1	WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	29	100	100	69	1x35	1648	0	0	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	24	100	100	100	G4	885	0	0		WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	25	100	100	96	G4	969	0	56		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	29	100	100	52	1x35	1778	55,17	55,17	1	WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	36	100	97,22	61	1x25	1731	11,11	5,56	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	28	100	100	93	G4	1109	0	3,57		WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	25	100	100	100	G4	967	0	24		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	30	100	96,67	50	1x35	1760	20	20	1	WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	30	100	93,33	67	1x25	2024	43,33	33,33	1,1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	25	100	92	92	G4	1032	0	20		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	28	100	96,43	79	1x35	1944	35,71	35,71	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	25	100	100	100	G4	1111	0	36		WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	24	100	100	96	G4	1005	0	0		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	29	100	100	97	1x25	1861	0	0	1	WEST
Liander N.V.	GAS Liander	Postjeskade	1058	1058	GAS	KVB	29	100	82,76	83	G4	1369	0	0		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	28	100	92,86	86	1x25	3431	3,57	0	1	WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	27	100	100	96	1x25	3237	3,7	0	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	27	100	92,59	81	G4	1580	0	0		WEST
	Liander N.V. (NW)	Postjeskade	1058	1058	ELK	KVB	26	100	92,31	81	1x25	2187	3,85	0	1	WEST
	GAS Liander	Postjeskade	1058	1058	GAS	KVB	23	100	100	83	G4	912	0	0		WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	44	100	93,18	64	1x25	4379	11,36	4,55	1,1	WEST
	GAS Liander	Nachtwachtlaan	1058	1058	GAS	KVB	38	100	97,37	95	G4	1136	0	5,26		WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	36	100	100	89	1x25	2165	5,56	5,56	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	18	100	100	89	1x25	1977	0	0	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	39	100	92,31	72	1x25	2362	7,69	2,56	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	36	100	100	94	1x25	1937	0	0	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	18	100	100	94	1x25	2374	5,56	5,56	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	36	100	100	92	1x25	1795	2,78	2,78	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	36	100	100	78	1x25	2053	2,78	2,78	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	20	100	90	80	1x25	2573	0	0	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	39	100	94,87	77	1x25	2016	5,13	5,13	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	36	100	100	81	1x25	1972	11,11	5,56	1,1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	18	100	100	72	1x25	1870	5,56	5,56	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	36	100	100	89	1x25	1995	5,56	5,56	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	36	100	100	83	1x25	2034	2,78	2,78	1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	18	100	100	83	1x25	2387	5,56	0	1,1	WEST
	Liander N.V. (NW)	Nachtwachtlaan	1058	1058	ELK	KVB	167	100	95,21	76	1x35	4948	7,78	7,19	1	WEST
	Liander N.V. (NW)	Titus van Rijnstraat	1058	1058	ELK	KVB	163	100	98,16	91	1x35	3495	4,91	4,29	1	WEST
Liander N.V.	Liander N.V. (NW)	Hendrikje Stoffelsstraat	1058	1058	ELK	KVB	64	100	92,19	84	1x35	3612	4,69	3,13	1	WEST
	Liander N.V. (NW)	Andreasplein	1058	1058	ELK	KVB	157	100	100	88	1x35	3867	5,1	4,46	1	WEST
	GAS Liander	Surinameplein	1058	1058	GAS	KVB	48	100	100	100	G4	859	0	60,42		WEST
	Liander N.V. (NW)	Surinameplein	1058	1058	ELK	KVB	50	100	98	58	1x35	1885	62	60	1,1	WEST
	GAS Liander	Surinamestraat	1058	1058	GAS	KVB	24	100	100	96	G4	1922	0	83,33		WEST
	GAS Liander	Surinamestraat	1058	1058	GAS	KVB	28	100	100	82	G4	1220	0	3,57		WEST
	Liander N.V. (NW)	Surinamestraat	1058	1058	ELK	KVB	29	100	100	55	1x25	4123	20,69	3,45	1,2	WEST
Liander N.V.	Liander N.V. (NW)	Surinameplein	1058	1058	ELK	KVB	36	100	86,11	42	1x35	2646	16,67	16,67	1	WEST
Liander N.V.	GAS Liander	Surinameplein	1058	1058	GAS	KVB	30	100	93,33	90	G4	1581	0	20		WEST
	Liander N.V. (NW)	Surinameplein	1058	1058	ELK	KVB	26	100	100	54	1x25	2094	34,62	30,77	1,1	WEST
Liander N.V.	GAS Liander	Surinameplein	1058	1058	GAS	KVB	21	100	90,48	95	G4	826	0	0		WEST
	GAS Liander	Surinameplein	1058	1058	GAS	KVB	15	100	93,33	80	G4	936	0	40		WEST
	Liander N.V. (NW)	Surinameplein	1058	1058	ELK	KVB	43	100	88,37	42	3x25	2878	65,12	41,86	1,3	WEST
	GAS Liander	Surinameplein	1058	1058	GAS	KVB	30	100	100	77	G4	1842	0	46,67		WEST
	Liander N.V. (NW)	Surinameplein	1058	1058	ELK	KVB	30	100	93,33	77	1x35	3359	76,67	70	1,2	WEST
	Liander N.V. (NW)	Surinameplein	1058	1058	ELK	KVB	32	100	100	53	1x35	2660	18,75	15,63	1	WEST
	GAS Liander	Surinameplein	1058	1058	GAS	KVB	24	100	100	67	G4	1304	0	16,67		WEST
	Liander N.V. (NW)	Surinameplein	1058	1058	ELK	KVB	27	100	100	44	1x25	2814	51,85	51,85	1	WEST
	GAS Liander	Surinameplein	1058	1058	GAS	KVB	25	100	100	52	G6	1299	0	56		WEST
	GAS Liander	Surinameplein	1058	1058	GAS	KVB	29	100	100	83	G4	2130	0	13,79		WEST
	Liander N.V. (NW)	Surinameplein	1058	1058	ELK	KVB	33	100	93,94	85	1x25	2401	15,15	15,15	1	WEST
	GAS Liander	Antillenstraat	1058	1058	GAS	KVB	25	100	100	88	G4	858	0	4		WEST
	Liander N.V. (NW)	Antillenstraat	1058	1058	ELK	KVB	29	100	100	97	1x25	1873	3,45	3,45	1	WEST
	Liander N.V. (NW)	Antillenstraat	1058	1058	ELK	KVB	26	100	100	81	1x25	1420	3,85	3,85	1	WEST
	GAS Liander	Antillenstraat	1058	1058	GAS	KVB	24	100	100	92	G4	950	0	0		WEST
	GAS Liander	Antillenstraat	1058	1058	GAS	KVB	40	100	95	95	G4	1008	0	0		WEST
	Liander N.V. (NW)	Antillenstraat	1058	1058	ELK	KVB	44	100	95,45	77	1x25	1914	18,18	0	1,2	WEST
	Liander N.V. (NW)	Antillenstraat	1058	1058	ELK	KVB	25	100	100	76	1x25	1918	4	4	1	WEST
	GAS Liander	Antillenstraat	1058	1058	GAS	KVB	23	100	100	96	G4	1045	0	4,35		WEST
	GAS Liander	Antillenstraat	1058	1058	GAS	KVB	23	100	100	100	G4	1013	0	0		WEST
	Liander N.V. (NW)	Antillenstraat	1058	1058	ELK	KVB	23	100	100	96	1x25	1722	4,35	0	1	WEST
	Liander N.V. (NW)	Antillenstraat	1058	1058	ELK	KVB	29	100	96,55	76	1x25	2752	20,69	20,69	1	WEST
	GAS Liander	Antillenstraat	1058	1058	GAS	KVB	25	100	96	92	G4	1132	0	20		WEST
Liander N.V.	GAS Liander	Sloterkade	1058	1058	GAS	KVB	31	100	96,77	77	G4	1595	0	35,48		WEST
Liander N.V.	Liander N.V. (NW)	Sloterkade	1058	1058	ELK	KVB	37	100	94,59	41	1x35	2349	40,54	40,54	1,1	WEST
	GAS Liander	Sloterkade	1058	1058	GAS	KVB	75	100	100	95	G4	1221	0	4		WEST
	Liander N.V. (NW)	Sloterkade	1058	1058	ELK	KVB	79	100	100	59	3x25	4041	13,92	5,06	1,1	WEST
Liander N.V.	Liander N.V. (NW)	Sloterkade	1058	1058	ELK	KVB	36	100	97,22	58	1x25	2492	11,11	5,56	1	WEST
Liander N.V.	GAS Liander	Sloterkade	1058	1058	GAS	KVB	34	100	97,06	74	G4	1306	0	2,94		WEST
Liander N.V.	Liander N.V. (NW)	Sloterkade	1058	1058	ELK	KVB	35	97,14	85,71	51	1x25	2464	2,86	0	1	WEST
	GAS Liander	Sloterkade	1058	1058	GAS	KVB	32	100	90,63	91	G4	1275	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Sloterkade	1058	1058	ELK	KVB	32	93,75	90,63	47	1x25	2551	25	21,88	1,1	WEST
	GAS Liander	Sloterkade	1058	1058	GAS	KVB	27	100	100	89	G4	1107	0	14,81		WEST
	GAS Liander	Sloterkade	1058	1058	GAS	KVB	33	100	96,97	79	G4	1548	0	24,24		WEST
	Liander N.V. (NW)	Sloterkade	1058	1058	ELK	KVB	19	100	100	68	1x25	2580	5,26	0	1,1	WEST
	GAS Liander	Sloterkade	1058	1058	GAS	KVB	20	100	100	90	G4	2168	0	0		WEST
Liander N.V.	GAS Liander	Sloterkade	1058	1058	GAS	KVB	64	100	90,63	89	G4	1014	0	4,69		WEST
Liander N.V.	Liander N.V. (NW)	Sloterkade	1058	1058	ELK	KVB	70	100	90	57	1x35	5053	5,71	4,29	1	WEST
	GAS Liander	Sloterkade	1058	1058	GAS	KVB	22	100	100	91	G4	1070	0	4,55		WEST
	Liander N.V. (NW)	Sloterkade	1058	1058	ELK	KVB	24	100	100	58	1x25	2535	4,17	4,17	1	WEST
	GAS Liander	Andreas Schelfhoutstraat	1058	1058	GAS	KVB	26	100	100	96	G4	931	0	3,85		WEST
	Liander N.V. (NW)	Andreas Schelfhoutstraat	1058	1058	ELK	KVB	28	100	100	68	1x25	1779	7,14	7,14	1	WEST
	GAS Liander	Andreas Schelfhoutstraat	1058	1058	GAS	KVB	24	100	100	96	G4	1114	0	4,17		WEST
	Liander N.V. (NW)	Andreas Schelfhoutstraat	1058	1058	ELK	KVB	28	100	96,43	54	1x25	2097	7,14	3,57	1	WEST
	Liander N.V. (NW)	Andreas Schelfhoutstraat	1058	1058	ELK	KVB	26	100	100	92	1x25	3040	3,85	3,85	1	WEST
	GAS Liander	Andreas Schelfhoutstraat	1058	1058	GAS	KVB	21	100	100	86	G4	2630	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Andreas Schelfhoutstraat	1058	1058	ELK	KVB	18	100	94,44	56	1x25	1545	38,89	38,89	1	WEST
	GAS Liander	Andreas Schelfhoutstraat	1058	1058	GAS	KVB	15	100	100	80	G4	1119	0	0		WEST
	Liander N.V. (NW)	Andreas Schelfhoutstraat	1058	1058	ELK	KVB	39	61,54	94,87	49	1x25	4148	48,72	41,03	1	WEST
	GAS Liander	Andreas Schelfhoutstraat	1058	1058	GAS	KVB	36	100	97,22	97	G4	678	0	41,67		WEST
Liander N.V.	Liander N.V. (NW)	Jacob Marisstraat	1058	1058	ELK	KVB	27	88,89	81,48	70	3x25	3733	29,63	22,22	1,1	WEST
Liander N.V.	GAS Liander	Jacob Marisstraat	1058	1058	GAS	KVB	24	100	91,67	75	G4	2064	0	25		WEST
	Liander N.V. (NW)	Jacob Marisstraat	1058	1058	ELK	KVB	31	100	100	55	1x25	3582	9,68	3,23	1,1	WEST
	GAS Liander	Jacob Marisstraat	1058	1058	GAS	KVB	30	100	100	60	G4	1822	0	3,33		WEST
Liander N.V.	Liander N.V. (NW)	Jacob Marisstraat	1058	1058	ELK	KVB	30	93,33	90	73	1x25	3009	13,33	10	1	WEST
	GAS Liander	Jacob Marisstraat	1058	1058	GAS	KVB	27	100	96,3	67	G4	1525	0	11,11		WEST
	GAS Liander	Jacob Marisstraat	1058	1058	GAS	KVB	22	100	95,45	68	G4	1955	0	4,55		WEST
Liander N.V.	Liander N.V. (NW)	Jacob Marisstraat	1058	1058	ELK	KVB	23	100	95,65	52	1x25	2650	4,35	0	1	WEST
Liander N.V.	GAS Liander	Jacob Marisstraat	1058	1058	GAS	KVB	23	100	91,3	70	G4	1751	0	0		WEST
	Liander N.V. (NW)	Jacob Marisplein	1058	1058	ELK	KVB	29	93,1	93,1	66	1x25	3001	13,79	13,79	1	WEST
	GAS Liander	Jacob Marisplein	1058	1058	GAS	KVB	25	100	96	60	G6	1615	0	16		WEST
	GAS Liander	Jacob Marisplein	1058	1058	GAS	KVB	14	100	100	71	G4	2866	0	14,29		WEST
	GAS Liander	Wijsmullerstraat	1058	1058	GAS	KVB	23	100	100	87	G4	1186	0	0		WEST
	Liander N.V. (NW)	Wijsmullerstraat	1058	1058	ELK	KVB	27	100	100	93	1x25	1871	0	0	1	WEST
Liander N.V.	Liander N.V. (NW)	Wijsmullerstraat	1058	1058	ELK	KVB	26	92,31	92,31	69	1x25	2068	19,23	19,23	1,1	WEST
	GAS Liander	Wijsmullerstraat	1058	1058	GAS	KVB	23	100	100	96	G4	1165	0	21,74		WEST
Liander N.V.	Liander N.V. (NW)	Wijsmullerstraat	1058	1058	ELK	KVB	22	95,45	86,36	45	1x25	3114	22,73	22,73	1,1	WEST
	GAS Liander	Wijsmullerstraat	1058	1058	GAS	KVB	20	100	90	100	G4	1234	0	25		WEST
	GAS Liander	Wijsmullerstraat	1058	1058	GAS	KVB	26	100	100	92	G4	1097	0	26,92		WEST
	Liander N.V. (NW)	Wijsmullerstraat	1058	1058	ELK	KVB	29	100	100	52	1x35	2063	27,59	27,59	1	WEST
	Liander N.V. (NW)	Wijsmullerstraat	1058	1058	ELK	KVB	32	100	96,88	56	1x25	2277	31,25	31,25	1	WEST
	GAS Liander	Wijsmullerstraat	1058	1058	GAS	KVB	29	100	100	83	G4	1110	0	31,03		WEST
	GAS Liander	Floris Versterstraat	1058	1058	GAS	KVB	26	100	96,15	88	G4	1710	0	38,46		WEST
	Liander N.V. (NW)	Floris Versterstraat	1058	1058	ELK	KVB	30	100	96,67	37	3x25	3857	50	43,33	1,1	WEST
	GAS Liander	Floris Versterstraat	1058	1058	GAS	KVB	22	100	95,45	91	G4	4000	0	31,82		WEST
	Liander N.V. (NW)	Floris Versterstraat	1058	1058	ELK	KVB	24	70,83	91,67	42	3x25	2955	37,5	33,33	1	WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	31	100	93,55	42	1x35	2913	6,45	3,23	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	25	100	100	92	G4	1182	0	4		WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	25	100	100	84	G4	1188	0	0		WEST
Liander N.V.	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	29	100	93,1	76	1x25	4041	6,9	0	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	20	100	100	85	G4	1000	0	35		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	23	100	95,65	52	1x25	2474	34,78	30,43	1,1	WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	26	100	100	88	1x25	2575	15,38	11,54	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	25	100	100	100	G4	1093	0	12		WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	24	100	100	96	G4	946	0	4,17		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	26	100	100	62	1x25	2140	3,85	3,85	1	WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	25	100	100	64	1x25	2831	12	4	1,1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	24	100	100	100	G4	1004	0	4,17		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	37	100	97,3	54	1x25	2187	37,84	35,14	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	36	100	97,22	97	G4	1179	0	30,56		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	35	100	97,14	86	1x25	1824	8,57	5,71	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	32	100	100	94	G4	1001	0	3,13		WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	35	100	100	91	G4	1224	0	22,86		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	38	100	100	58	1x25	2736	26,32	26,32	1	WEST
Liander N.V.	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	26	100	96,15	88	G4	1108	0	15,38		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	31	100	100	45	1x25	2196	32,26	19,35	1,2	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	25	100	100	96	G4	1205	0	24		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	27	100	100	52	1x35	2890	25,93	22,22	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	29	100	96,55	100	G4	1185	0	6,9		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	32	100	96,88	56	1x35	3360	15,63	6,25	1,1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	25	100	100	100	G4	1093	0	0		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	25	100	100	68	1x25	2605	0	0	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	24	100	100	100	G4	1017	0	0		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	25	100	100	92	1x25	1971	4	0	1	WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	25	100	96	64	1x35	2309	80	80	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	24	100	100	100	G4	1053	0	83,33		WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	40	100	100	93	G4	948	0	0		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	42	100	100	74	1x25	1735	2,38	0	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	32	100	100	100	G4	949	0	3,13		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	34	100	100	88	1x25	2024	5,88	2,94	1	WEST
	GAS Liander	Haarlemmermeerstraat	1058	1058	GAS	KVB	29	100	100	93	G4	1139	0	3,45		WEST
	Liander N.V. (NW)	Haarlemmermeerstraat	1058	1058	ELK	KVB	32	100	100	63	1x25	2794	21,88	6,25	1,2	WEST
	Liander N.V. (NW)	Weissenbruchstraat	1058	1058	ELK	KVB	39	100	100	59	1x25	1857	43,59	41,03	1	WEST
	GAS Liander	Weissenbruchstraat	1058	1058	GAS	KVB	34	100	100	97	G4	1150	0	32,35		WEST
	GAS Liander	Weissenbruchstraat	1058	1058	GAS	KVB	27	100	100	100	G4	975	0	11,11		WEST
	Liander N.V. (NW)	Weissenbruchstraat	1058	1058	ELK	KVB	31	100	100	61	1x25	2551	19,35	12,9	1,1	WEST
Liander N.V.	Liander N.V. (NW)	Weissenbruchstraat	1058	1058	ELK	KVB	29	100	96,55	45	1x35	2150	24,14	24,14	1	WEST
	GAS Liander	Weissenbruchstraat	1058	1058	GAS	KVB	26	100	100	100	G4	1033	0	26,92		WEST
	GAS Liander	Warmondstraat	1058	1058	GAS	KVB	27	100	100	100	G4	922	0	0		WEST
	Liander N.V. (NW)	Warmondstraat	1058	1058	ELK	KVB	29	100	100	69	1x25	1721	3,45	0	1	WEST
Liander N.V.	Liander N.V. (NW)	Warmondstraat	1058	1058	ELK	KVB	42	100	95,24	74	1x25	2064	4,76	0	1	WEST
	GAS Liander	Warmondstraat	1058	1058	GAS	KVB	40	100	97,5	100	G4	759	0	0		WEST
	Liander N.V. (NW)	Warmondstraat	1058	1058	ELK	KVB	43	100	93,02	65	1x25	1818	6,98	0	1,1	WEST
	GAS Liander	Warmondstraat	1058	1058	GAS	KVB	36	100	97,22	94	G4	937	0	0		WEST
	GAS Liander	Warmondstraat	1058	1058	GAS	KVB	35	100	97,14	91	G4	1126	0	20		WEST
	Liander N.V. (NW)	Warmondstraat	1058	1058	ELK	KVB	36	100	97,22	64	1x25	2291	19,44	19,44	1	WEST
	GAS Liander	Warmondstraat	1058	1058	GAS	KVB	28	100	100	89	G4	995	0	25		WEST
	Liander N.V. (NW)	Warmondstraat	1058	1058	ELK	KVB	30	100	96,67	70	1x25	2480	26,67	26,67	1	WEST
	GAS Liander	Warmondstraat	1058	1058	GAS	KVB	40	100	100	90	G4	1006	0	10		WEST
Liander N.V.	Liander N.V. (NW)	Warmondstraat	1058	1058	ELK	KVB	43	100	97,67	47	1x25	2572	13,95	9,3	1,1	WEST
Liander N.V.	Liander N.V. (NW)	Warmondstraat	1058	1058	ELK	KVB	45	100	97,78	69	1x25	2723	6,67	2,22	1	WEST
